Time	Tension	Length	Ia	II	
2.088	32.01019	0.3362085	65.5442	27.06643	
2.089	31.98059	0.3362092	65.51461	27.06946	
2.09	31.98214	0.3362099	65.51616	27.06937	
2.091	32.00171	0.3362105	65.53573	27.06748	
2.092	32.02882	0.3362112	65.56284	27.06484	
2.093	32.05579	0.3362119	65.58981	27.06221	
2.094	32.0771	0.3362126	65.61111	27.06015	
2.095	32.08922	0.3362133	65.62324	27.05901	
2.096	32.0899	0.336214	65.62392	27.05901	
2.097	32.07802	0.3362148	65.61204	27.06027	
2.098	32.05295	0.3362154	65.58697	27.06285	
2.099	32.01467	0.3362161	65.54869	27.06674	
2.1	31.97453	0.3362168	65.50856	27.07083	
2.101	31.96799	0.3362176	65.50201	27.07155	
2.102	31.98166	0.3362182	65.51568	27.07025	
2.103	32.00468	0.3362189	65.5387	27.06802	
2.104	32.0289	0.3362196	65.56292	27.06567	
2.105	32.04855	0.3362204	65.58257	27.06378	
2.106	32.05962	0.3362211	65.59364	27.06274	
2.107	32.05982	0.3362218	65.59384	27.0628	
2.108	32.04774	0.3362225	65.58176	27.06408	
2.109	32.02276	0.3362232	65.55678	27.06665	
2.11	31.98473	0.3362239	65.51875	27.07052	
2.111	31.94492	0.3362247	65.47894	27.07458	
2.112	31.93876	0.3362254	65.47277	27.07526	
2.113	31.95296	0.3362261	65.48698	27.07391	
2.114	31.97654	0.3362268	65.51057	27.07162	
2.115	32.00131	0.3362275	65.53534	27.06922	
2.116	32.02147	0.3362283	65.55549	27.06728	
2.117	32.03316	0.336229	65.56718	27.06618	
2.118	32.03392	0.3362297	65.56794	27.06618	
2.119	32.02238	0.3362304	65.5564	27.0674	
2.12	31.99797	0.3362312	65.53199	27.06992	
2.121	31.96046	0.3362319	65.49448	27.07374	
2.122	31.92113	0.3362326	65.45515	27.07774	
2.123	31.91557	0.3362333	65.44958	27.07837	
2.124	31.93033	0.3362341	65.46435	27.07697	
2.125	31.95446	0.3362348	65.48847	27.07463	
2.126	31.97974	0.3362355	65.51376	27.07217	
2.127	32.00047	0.3362362	65.53448	27.07017	
2.128	32.01266	0.3362369	65.54668	27.06903	
2.129	32.01394	0.3362377	65.54796	27.06897	
2.13	32.00287	0.3362384	65.53689	27.07015	
2.131	31.97892	0.3362391	65.51294	27.07261	
2.132	31.94192	0.3362398	65.47594	27.07639	
2.133	31.90306	0.3362406	65.43708	27.08035	
2.134	31.8979	0.3362413	65.43192	27.08093	
2.135	31.9131	0.336242	65.44712	27.07949	
2.136	31.9377	0.3362427	65.47173	27.0771	
2.137	31.96352	0.3362435	65.49754	27.07459	
2.138	31.98466	0.3362442	65.51868	27.07255	
2.139	31.9973	0.3362449	65.53131	27.07136	
2.14	31.99901	0.3362456	65.53303	27.07126	
2.141	31.98837	0.3362463	65.52238	27.07239	
2.142	31.96479	0.3362471	65.49882	27.07483	
2.143	31.92813	0.3362478	65.46215	27.07856	
2.144	31.88959	0.3362485	65.42361	27.08249	
2.145	31.88487	0.3362492	65.4189	27.08303	
2.146	31.90044	0.3362499	65.43446	27.08154	
2.147	31.92542	0.3362506	65.45943	27.07911	
2.148	31.9516	0.3362513	65.48562	27.07657	
2.149	31.97311	0.336252	65.50713	27.07449	
2.15	31.98611	0.3362527	65.52013	27.07326	
2.151	31.98816	0.3362534	65.52218	27.07312	
2.152	31.97784	0.3362541	65.51186	27.07422	
2.153	31.95459	0.3362548	65.48861	27.07662	
2.154	31.91822	0.3362555	65.45225	27.08032	
2.155	31.87999	0.3362562	65.41401	27.08422	
2.156	31.87552	0.3362568	65.40954	27.08473	
2.157	31.89143	0.3362575	65.42545	27.08321	
2.158	31.91675	0.3362582	65.45077	27.08074	
2.159	31.94323	0.3362589	65.47725	27.07816	
2.16	31.96507	0.3362596	65.49909	27.07605	
2.161	31.97836	0.3362603	65.51238	27.07479	
2.162	31.98065	0.3362609	65.51467	27.07462	
2.163	31.97063	0.3362616	65.50465	27.0757	
2.164	31.9476	0.3362623	65.48162	27.07806	
2.165	31.9115	0.3362629	65.44552	27.08174	
2.166	31.8735	0.3362636	65.40752	27.08561	
2.167	31.86931	0.3362643	65.40333	27.08609	
2.168	31.8855	0.3362649	65.41953	27.08454	
2.169	31.91108	0.3362656	65.4451	27.08205	
2.17	31.93782	0.3362662	65.47184	27.07944	
2.171	31.95987	0.3362669	65.4939	27.0773	
2.172	31.97343	0.3362676	65.50745	27.07601	
2.173	31.97595	0.3362682	65.50997	27.07582	
2.174	31.96614	0.3362688	65.50017	27.07687	
2.175	31.94335	0.3362695	65.47737	27.07921	
2.176	31.90741	0.3362701	65.44143	27.08287	
2.177	31.8696	0.3362707	65.40363	27.08671	
2.178	31.86561	0.3362714	65.39964	27.08718	
2.179	31.88199	0.336272	65.41601	27.0856	
2.18	31.90778	0.3362726	65.4418	27.08308	
2.181	31.93476	0.3362733	65.46878	27.08045	
2.182	31.95702	0.3362739	65.49104	27.07828	
2.183	31.97078	0.3362745	65.5048	27.07697	
2.184	31.97351	0.3362752	65.50753	27.07676	
2.185	31.96388	0.3362758	65.49789	27.07779	
2.186	31.94122	0.3362764	65.47524	27.08011	
2.187	31.90544	0.336277	65.43946	27.08375	
2.188	31.86778	0.3362776	65.40179	27.08758	
2.189	31.86398	0.3362782	65.39801	27.08802	
2.19	31.88054	0.3362788	65.41456	27.08643	
2.191	31.9065	0.3362794	65.44052	27.08389	
2.192	31.93359	0.33628	65.46761	27.08123	
2.193	31.95604	0.3362806	65.49007	27.07905	
2.194	31.96993	0.3362812	65.50394	27.07772	
2.195	31.97281	0.3362817	65.50683	27.07749	
2.196	31.96329	0.3362823	65.49731	27.0785	
2.197	31.94079	0.3362829	65.47482	27.08081	
2.198	31.90514	0.3362835	65.43916	27.08443	
2.199	31.86757	0.336284	65.40158	27.08824	
2.2	31.8639	0.3362846	65.39793	27.08867	
2.201	31.88057	0.3362851	65.41459	27.08706	
2.202	31.90664	0.3362857	65.44066	27.0845	
2.203	31.9339	0.3362862	65.46793	27.08183	
2.204	31.95646	0.3362868	65.49049	27.07963	
2.205	31.97045	0.3362873	65.50447	27.07829	
2.206	31.97345	0.3362879	65.50747	27.07804	
2.207	31.96404	0.3362884	65.49807	27.07903	
2.208	31.94159	0.3362889	65.47562	27.08133	
2.209	31.90603	0.3362895	65.44004	27.08494	
2.21	31.86855	0.33629	65.40257	27.08874	
2.211	31.86494	0.3362905	65.39896	27.08915	
2.212	31.88174	0.336291	65.41576	27.08752	
2.213	31.9079	0.3362915	65.44193	27.08496	
2.214	31.93524	0.336292	65.46927	27.08227	
2.215	31.95788	0.3362925	65.4919	27.08006	
2.216	31.97197	0.336293	65.50599	27.0787	
2.217	31.97504	0.3362935	65.50906	27.07844	
2.218	31.96566	0.3362939	65.49969	27.07942	
2.219	31.94329	0.3362944	65.47731	27.08171	
2.22	31.90775	0.3362949	65.44177	27.08531	
2.221	31.87035	0.3362953	65.40437	27.0891	
2.222	31.86682	0.3362958	65.40084	27.0895	
2.223	31.88365	0.3362963	65.41768	27.08786	
2.224	31.90984	0.3362966	65.44386	27.08528	
2.225	31.93728	0.3362971	65.4713	27.08258	
2.226	31.96	0.3362976	65.49403	27.08035	
2.227	31.97411	0.336298	65.50813	27.07899	
2.228	31.97723	0.3362984	65.51125	27.07872	
2.229	31.9679	0.3362988	65.50191	27.07969	
2.23	31.94559	0.3362993	65.47961	27.08197	
2.231	31.91004	0.3362996	65.44407	27.08555	
2.232	31.87269	0.3363001	65.40671	27.08934	
2.233	31.86917	0.3363005	65.40319	27.08973	
2.234	31.88602	0.3363008	65.42004	27.08808	
2.235	31.91231	0.3363012	65.44633	27.08549	
2.236	31.93973	0.3363016	65.47375	27.08278	
2.237	31.96249	0.336302	65.49652	27.08054	
2.238	31.97664	0.3363023	65.51066	27.07916	
2.239	31.97976	0.3363027	65.51377	27.07889	
2.24	31.97047	0.336303	65.50449	27.07985	
2.241	31.94813	0.3363034	65.48215	27.08212	
2.242	31.91265	0.3363037	65.44668	27.0857	
2.243	31.87526	0.336304	65.40927	27.08948	
2.244	31.87176	0.3363044	65.40577	27.08986	
2.245	31.88863	0.3363047	65.42265	27.0882	
2.246	31.91492	0.336305	65.44894	27.0856	
2.247	31.94237	0.3363053	65.47639	27.08289	
2.248	31.96512	0.3363056	65.49915	27.08064	
2.249	31.97926	0.3363058	65.51328	27.07925	
2.25	31.98237	0.3363061	65.51638	27.07897	
2.251	31.9731	0.3363064	65.50711	27.07993	
2.252	31.95076	0.3363067	65.48478	27.08219	
2.253	31.91523	0.3363069	65.44925	27.08576	
2.254	31.8778	0.3363071	65.41182	27.08953	
2.255	31.87428	0.3363074	65.4083	27.0899	
2.256	31.89114	0.3363076	65.42516	27.08824	
2.257	31.91745	0.3363078	65.45147	27.08563	
2.258	31.94488	0.336308	65.4789	27.08291	
2.259	31.96762	0.3363082	65.50165	27.08066	
2.26	31.9818	0.3363085	65.51582	27.07927	
2.261	31.98491	0.3363087	65.51893	27.07897	
2.262	31.97559	0.3363089	65.50961	27.07993	
2.263	31.95325	0.3363091	65.48727	27.08218	
2.264	31.91771	0.3363093	65.45173	27.08575	
2.265	31.88028	0.3363094	65.4143	27.08951	
2.266	31.87676	0.3363096	65.41077	27.08988	
2.267	31.89363	0.3363098	65.42764	27.08821	
2.268	31.91997	0.33631	65.45399	27.0856	
2.269	31.94741	0.3363101	65.48143	27.08287	
2.27	31.97016	0.3363103	65.50418	27.08061	
2.271	31.98431	0.3363104	65.51833	27.07921	
2.272	31.98742	0.3363106	65.52143	27.07891	
2.273	31.97817	0.3363108	65.51219	27.07986	
2.274	31.95576	0.3363109	65.48978	27.08211	
2.275	31.92027	0.336311	65.45429	27.08567	
2.276	31.88285	0.3363112	65.41687	27.08943	
2.277	31.87932	0.3363113	65.41334	27.0898	
2.278	31.89621	0.3363114	65.43024	27.08812	
2.279	31.92253	0.3363115	65.45655	27.0855	
2.28	31.95002	0.3363117	65.48404	27.08277	
2.281	31.97279	0.3363118	65.50681	27.0805	
2.282	31.98696	0.3363119	65.52098	27.0791	
2.283	31.99009	0.3363121	65.5241	27.0788	
2.284	31.98083	0.3363122	65.51485	27.07974	
2.285	31.95846	0.3363123	65.49248	27.08198	
2.286	31.92294	0.3363124	65.45695	27.08555	
2.287	31.8855	0.3363125	65.41953	27.0893	
2.288	31.88204	0.3363127	65.41606	27.08966	
2.289	31.89894	0.3363127	65.43297	27.08798	
2.29	31.9253	0.3363129	65.45933	27.08535	
2.291	31.95281	0.336313	65.48683	27.08262	
2.292	31.9756	0.3363131	65.50962	27.08035	
2.293	31.98981	0.3363132	65.52383	27.07894	
2.294	31.99291	0.3363132	65.52693	27.07863	
2.295	31.98363	0.3363133	65.51765	27.07957	
2.296	31.96132	0.3363135	65.49534	27.08181	
2.297	31.9258	0.3363135	65.45982	27.08537	
2.298	31.88839	0.3363136	65.42241	27.08912	
2.299	31.88487	0.3363137	65.4189	27.08948	
2.3	31.90184	0.3363138	65.43587	27.0878	
2.301	31.92824	0.3363139	65.46227	27.08517	
2.302	31.95572	0.336314	65.48974	27.08243	
2.303	31.97851	0.3363141	65.51253	27.08015	
2.304	31.99272	0.3363141	65.52674	27.07874	
2.305	31.99586	0.3363142	65.52988	27.07843	
2.306	31.9866	0.3363143	65.52061	27.07937	
2.307	31.96428	0.3363144	65.49831	27.08161	
2.308	31.92876	0.3363144	65.46278	27.08517	
2.309	31.89137	0.3363145	65.42539	27.08891	
2.31	31.88785	0.3363146	65.42187	27.08927	
2.311	31.90479	0.3363146	65.4388	27.08758	
2.312	31.93118	0.3363147	65.46519	27.08495	
2.313	31.9587	0.3363148	65.49272	27.0822	
2.314	31.98148	0.3363148	65.5155	27.07993	
2.315	31.99572	0.3363149	65.52973	27.07852	
2.316	31.99891	0.336315	65.53292	27.07821	
2.317	31.98964	0.336315	65.52365	27.07914	
2.318	31.96731	0.3363151	65.50134	27.08138	
2.319	31.93177	0.3363151	65.46579	27.08493	
2.32	31.89437	0.3363152	65.42838	27.08868	
2.321	31.8909	0.3363152	65.42492	27.08903	
2.322	31.90783	0.3363153	65.44185	27.08734	
2.323	31.93421	0.3363153	65.46824	27.08471	
2.324	31.96172	0.3363154	65.49574	27.08196	
2.325	31.98455	0.3363154	65.51857	27.07968	
2.326	31.99878	0.3363155	65.53281	27.07827	
2.327	32.00198	0.3363156	65.53601	27.07796	
2.328	31.99267	0.3363156	65.5267	27.07889	
2.329	31.97036	0.3363156	65.50437	27.08113	
2.33	31.93483	0.3363157	65.46885	27.08468	
2.331	31.89743	0.3363157	65.43144	27.08843	
2.332	31.89391	0.3363157	65.42793	27.08878	
2.333	31.91086	0.3363158	65.44488	27.08709	
2.334	31.93726	0.3363158	65.47128	27.08445	
2.335	31.96478	0.3363158	65.49881	27.0817	
2.336	31.98761	0.3363159	65.52163	27.07942	
2.337	32.00182	0.3363159	65.53584	27.078	
2.338	32.005	0.336316	65.53902	27.07769	
2.339	31.9957	0.336316	65.52972	27.07862	
2.34	31.97334	0.336316	65.50735	27.08086	
2.341	31.93781	0.336316	65.47182	27.08442	
2.342	31.90036	0.336316	65.43438	27.08816	
2.343	31.89688	0.336316	65.4309	27.08851	
2.344	31.91384	0.336316	65.44786	27.08682	
2.345	31.94019	0.336316	65.47421	27.08418	
2.346	31.9677	0.336316	65.50172	27.08143	
2.347	31.9905	0.336316	65.52452	27.07915	
2.348	32.00469	0.336316	65.53871	27.07773	
2.349	32.00783	0.336316	65.54185	27.07742	
2.35	31.99853	0.336316	65.53255	27.07835	
2.351	31.97617	0.336316	65.5102	27.08058	
2.352	31.94063	0.336316	65.47465	27.08414	
2.353	31.90318	0.336316	65.43719	27.08788	
2.354	31.89968	0.336316	65.43369	27.08824	
2.355	31.91661	0.336316	65.45064	27.08654	
2.356	31.94295	0.336316	65.47697	27.0839	
2.357	31.97043	0.336316	65.50446	27.08115	
2.358	31.99325	0.336316	65.52727	27.07887	
2.359	32.00742	0.336316	65.54143	27.07745	
2.36	32.01056	0.336316	65.54458	27.07714	
2.361	32.00127	0.336316	65.53529	27.07807	
2.362	31.97886	0.3363159	65.51288	27.0803	
2.363	31.94331	0.3363159	65.47733	27.08386	
2.364	31.90583	0.3363159	65.43985	27.0876	
2.365	31.90231	0.3363158	65.43633	27.08795	
2.366	31.91922	0.3363158	65.45324	27.08626	
2.367	31.94553	0.3363158	65.47955	27.08362	
2.368	31.97302	0.3363157	65.50704	27.08087	
2.369	31.99584	0.3363157	65.52986	27.07859	
2.37	32.00999	0.3363157	65.54401	27.07717	
2.371	32.0131	0.3363156	65.54713	27.07685	
2.372	32.00381	0.3363156	65.53784	27.07778	
2.373	31.9814	0.3363156	65.51542	27.08002	
2.374	31.94579	0.3363155	65.47981	27.08357	
2.375	31.90832	0.3363155	65.44234	27.08731	
2.376	31.90476	0.3363154	65.43878	27.08767	
2.377	31.92165	0.3363154	65.45567	27.08597	
2.378	31.948	0.3363153	65.48202	27.08333	
2.379	31.97547	0.3363153	65.50948	27.08058	
2.38	31.99826	0.3363152	65.53228	27.07829	
2.381	32.01241	0.3363152	65.54642	27.07688	
2.382	32.0155	0.3363151	65.54951	27.07656	
2.383	32.00618	0.3363151	65.54019	27.07749	
2.384	31.98376	0.336315	65.51778	27.07973	
2.385	31.94816	0.336315	65.48218	27.08328	
2.386	31.91062	0.3363149	65.44464	27.08702	
2.387	31.90707	0.3363148	65.44109	27.08737	
2.388	31.92396	0.3363148	65.45798	27.08568	
2.389	31.95028	0.3363147	65.4843	27.08304	
2.39	31.97772	0.3363146	65.51175	27.08029	
2.391	32.00049	0.3363146	65.53451	27.078	
2.392	32.01461	0.3363145	65.54863	27.07658	
2.393	32.01773	0.3363144	65.55174	27.07627	
2.394	32.00832	0.3363143	65.54234	27.0772	
2.395	31.98588	0.3363142	65.5199	27.07943	
2.396	31.95027	0.3363142	65.48428	27.08299	
2.397	31.9127	0.3363141	65.44672	27.08673	
2.398	31.90915	0.336314	65.44318	27.08708	
2.399	31.92601	0.3363139	65.46004	27.08539	
2.4	31.95231	0.3363138	65.48633	27.08275	
2.401	31.97972	0.3363137	65.51375	27.07999	
2.402	32.00243	0.3363136	65.53645	27.07771	
2.403	32.01655	0.3363135	65.55058	27.07629	
2.404	32.01958	0.3363134	65.5536	27.07598	
2.405	32.01021	0.3363133	65.54424	27.07691	
2.406	31.98774	0.3363132	65.52176	27.07914	
2.407	31.95207	0.336313	65.48609	27.08269	
2.408	31.91453	0.3363129	65.44855	27.08644	
2.409	31.91092	0.3363128	65.44495	27.08679	
2.41	31.92776	0.3363127	65.46178	27.08509	
2.411	31.954	0.3363126	65.48802	27.08245	
2.412	31.98141	0.3363124	65.51543	27.0797	
2.413	32.0041	0.3363123	65.53812	27.07742	
2.414	32.01819	0.3363122	65.55222	27.076	
2.415	32.0212	0.336312	65.55521	27.07568	
2.416	32.0118	0.3363119	65.54582	27.07661	
2.417	31.9893	0.3363118	65.52331	27.07884	
2.418	31.9536	0.3363116	65.48763	27.0824	
2.419	31.916	0.3363115	65.45002	27.08615	
2.42	31.91236	0.3363113	65.44638	27.08649	
2.421	31.9292	0.3363112	65.46323	27.0848	
2.422	31.95539	0.336311	65.4894	27.08216	
2.423	31.98278	0.3363108	65.5168	27.0794	
2.424	32.00547	0.3363107	65.53949	27.07712	
2.425	32.0195	0.3363105	65.55352	27.0757	
2.426	32.02251	0.3363104	65.55653	27.07538	
2.427	32.01311	0.3363102	65.54714	27.07631	
2.428	31.99061	0.3363101	65.52464	27.07854	
2.429	31.95488	0.3363099	65.48891	27.0821	
2.43	31.91728	0.3363098	65.45131	27.08585	
2.431	31.91365	0.3363096	65.44767	27.08619	
2.432	31.9304	0.3363094	65.46442	27.0845	
2.433	31.95668	0.3363093	65.49069	27.08186	
2.434	31.98407	0.3363091	65.5181	27.07911	
2.435	32.00673	0.336309	65.54075	27.07682	
2.436	32.0208	0.3363088	65.55481	27.0754	
2.437	32.02381	0.3363087	65.55782	27.07508	
2.438	32.01438	0.3363085	65.5484	27.07601	
2.439	31.99184	0.3363083	65.52586	27.07825	
2.44	31.95614	0.3363082	65.49017	27.0818	
2.441	31.91854	0.336308	65.45256	27.08555	
2.442	31.91491	0.3363079	65.44892	27.08589	
2.443	31.93172	0.3363077	65.46574	27.0842	
2.444	31.95793	0.3363076	65.49195	27.08156	
2.445	31.98533	0.3363074	65.51935	27.07881	
2.446	32.00801	0.3363073	65.54204	27.07652	
2.447	32.02211	0.3363071	65.55614	27.0751	
2.448	32.02512	0.336307	65.55914	27.07478	
2.449	32.01569	0.3363068	65.5497	27.07571	
2.45	31.99318	0.3363067	65.5272	27.07795	
2.451	31.95751	0.3363066	65.49152	27.0815	
2.452	31.91993	0.3363065	65.45395	27.08525	
2.453	31.91629	0.3363063	65.45031	27.0856	
2.454	31.93313	0.3363062	65.46715	27.0839	
2.455	31.95943	0.3363061	65.49345	27.08126	
2.456	31.98683	0.3363059	65.52084	27.07851	
2.457	32.00951	0.3363058	65.54353	27.07623	
2.458	32.02364	0.3363057	65.55766	27.0748	
2.459	32.02667	0.3363056	65.56068	27.07449	
2.46	32.01726	0.3363055	65.55128	27.07542	
2.461	31.99477	0.3363054	65.52879	27.07766	
2.462	31.95909	0.3363052	65.49311	27.08121	
2.463	31.92151	0.3363051	65.45553	27.08496	
2.464	31.91796	0.3363051	65.45198	27.08531	
2.465	31.93479	0.3363049	65.46881	27.08361	
2.466	31.96109	0.3363048	65.4951	27.08097	
2.467	31.9885	0.3363047	65.52252	27.07822	
2.468	32.01121	0.3363046	65.54523	27.07594	
2.469	32.02533	0.3363045	65.55935	27.07452	
2.47	32.02839	0.3363044	65.56241	27.0742	
2.471	32.01903	0.3363044	65.55305	27.07513	
2.472	31.99656	0.3363043	65.53059	27.07737	
2.473	31.96093	0.3363042	65.49496	27.08093	
2.474	31.9234	0.3363042	65.45742	27.08467	
2.475	31.91978	0.336304	65.4538	27.08502	
2.476	31.93669	0.336304	65.47071	27.08333	
2.477	31.96298	0.3363039	65.49699	27.08069	
2.478	31.99044	0.3363039	65.52446	27.07794	
2.479	32.0132	0.3363038	65.54722	27.07566	
2.48	32.02731	0.3363037	65.56133	27.07424	
2.481	32.03041	0.3363037	65.56443	27.07393	
2.482	32.02107	0.3363037	65.5551	27.07486	
2.483	31.99863	0.3363036	65.53265	27.07709	
2.484	31.96301	0.3363036	65.49703	27.08065	
2.485	31.92543	0.3363035	65.45945	27.0844	
2.486	31.92189	0.3363034	65.45592	27.08475	
2.487	31.93879	0.3363034	65.47281	27.08306	
2.488	31.96513	0.3363034	65.49915	27.08042	
2.489	31.99258	0.3363033	65.5266	27.07767	
2.49	32.01538	0.3363033	65.5494	27.07539	
2.491	32.02954	0.3363033	65.56356	27.07397	
2.492	32.03263	0.3363033	65.56664	27.07366	
2.493	32.02327	0.3363032	65.5573	27.07459	
2.494	32.00087	0.3363032	65.53489	27.07683	
2.495	31.96524	0.3363032	65.49926	27.08039	
2.496	31.92771	0.3363032	65.46173	27.08414	
2.497	31.92415	0.3363031	65.45817	27.0845	
2.498	31.94107	0.3363031	65.47509	27.08281	
2.499	31.96739	0.3363031	65.5014	27.08017	
2.5	31.99486	0.3363031	65.52888	27.07742	
2.501	32.01765	0.3363031	65.55167	27.07514	
2.502	32.03181	0.3363031	65.56584	27.07372	
2.503	32.03492	0.3363031	65.56894	27.07341	
2.504	32.02558	0.3363031	65.5596	27.07435	
2.505	32.00317	0.3363031	65.53719	27.07659	
2.506	31.96755	0.3363031	65.50157	27.08015	
2.507	31.91895	0.3363031	65.45296	27.08501	
2.508	31.90684	0.3363031	65.44086	27.08622	
2.509	31.91747	0.3363031	65.45148	27.08516	
2.51	31.93942	0.3363031	65.47343	27.08296	
2.511	31.96396	0.3363031	65.49798	27.08051	
2.512	31.98487	0.3363031	65.51888	27.07842	
2.513	31.99792	0.3363031	65.53194	27.07711	
2.514	32.00045	0.3363031	65.53447	27.07686	
2.515	31.99091	0.3363031	65.52493	27.07781	
2.516	31.96858	0.3363031	65.5026	27.08005	
2.517	31.93322	0.3363031	65.46724	27.08359	
2.518	31.88496	0.3363031	65.41898	27.08842	
2.519	31.87331	0.3363032	65.40733	27.08958	
2.52	31.88447	0.3363032	65.41849	27.08847	
2.521	31.90696	0.3363032	65.44098	27.08622	
2.522	31.93208	0.3363032	65.4661	27.08371	
2.523	31.95358	0.3363032	65.48759	27.08156	
2.524	31.96725	0.3363032	65.50127	27.0802	
2.525	31.97041	0.3363033	65.50443	27.07988	
2.526	31.96148	0.3363033	65.4955	27.08078	
2.527	31.93971	0.3363033	65.47373	27.08296	
2.528	31.90487	0.3363033	65.4389	27.08644	
2.529	31.8572	0.3363034	65.39121	27.09122	
2.53	31.84608	0.3363034	65.3801	27.09233	
2.531	31.85781	0.3363034	65.39184	27.09116	
2.532	31.88088	0.3363034	65.4149	27.08885	
2.533	31.90664	0.3363035	65.44066	27.08628	
2.534	31.9287	0.3363035	65.46272	27.08408	
2.535	31.94296	0.3363035	65.47697	27.08265	
2.536	31.94664	0.3363036	65.48066	27.08229	
2.537	31.93819	0.3363036	65.47221	27.08313	
2.538	31.91695	0.3363036	65.45097	27.08527	
2.539	31.88265	0.3363037	65.41666	27.0887	
