Time	Pos	
0.2375	0.1500001	
0.238	0.1500001	
0.2385	0.1500001	
0.239	0.1500001	
0.2395	0.1500001	
0.24	0.1500001	
0.2405	0.1500001	
0.241	0.1500001	
0.2415	0.1500001	
0.242	0.1500001	
0.2425	0.1500001	
0.243	0.1500001	
0.2435	0.1500001	
0.244	0.1500001	
0.2445	0.1500001	
0.245	0.1500001	
0.2455	0.1500001	
0.246	0.1500001	
0.2465	0.1500001	
0.247	0.1500001	
0.2475	0.1500001	
0.248	0.1500001	
0.2485	0.1500001	
0.249	0.1500001	
0.2495	0.1500001	
0.25	0.1500001	
0.2505	0.1500001	
0.251	0.1500001	
0.2515	0.1500001	
0.252	0.1500001	
0.2525	0.1500001	
0.253	0.1500001	
0.2535	0.1500001	
0.254	0.1500001	
0.2545	0.1500001	
0.255	0.1500001	
0.2555	0.1500001	
0.256	0.1500001	
0.2565	0.1500001	
0.257	0.1500001	
0.2575	0.1500001	
0.258	0.1500001	
0.2585	0.1500001	
0.259	0.1500001	
0.2595	0.1500001	
0.26	0.1500001	
0.2605	0.1500001	
0.261	0.1500001	
0.2615	0.1500001	
0.262	0.1500001	
0.2625	0.1500001	
0.263	0.1500001	
0.2635	0.1500001	
0.264	0.1500001	
0.2645	0.1500001	
0.265	0.1500001	
0.2655	0.1500001	
0.266	0.1500001	
0.2665	0.1500001	
0.267	0.1500001	
0.2675	0.1500001	
0.268	0.1500001	
0.2685	0.1500001	
0.269	0.1500001	
0.2695	0.1500001	
0.27	0.1500001	
0.2705	0.1500001	
0.271	0.1500001	
0.2715	0.1500001	
0.272	0.1500001	
0.2725	0.1500001	
0.273	0.1500001	
0.2735	0.1500001	
0.274	0.1500001	
0.2745	0.1500001	
0.275	0.1500001	
0.2755	0.1500001	
0.276	0.1500001	
0.2765	0.1500001	
0.277	0.1500001	
0.2775	0.1500001	
0.278	0.1500001	
0.2785	0.1500001	
0.279	0.1500001	
0.2795	0.1500001	
0.28	0.1500001	
0.2805	0.1500001	
0.281	0.1500001	
0.2815	0.1500001	
0.282	0.1500001	
0.2825	0.1500001	
0.283	0.1500001	
0.2835	0.1500001	
0.284	0.1500001	
0.2845	0.1500001	
0.285	0.1500001	
0.2855	0.1500001	
0.286	0.1500001	
0.2865	0.1500001	
0.287	0.1500001	
0.2875	0.1500001	
0.288	0.1500001	
0.2885	0.1500001	
0.289	0.1500001	
0.2895	0.1500001	
0.29	0.1500001	
0.2905	0.1500001	
0.291	0.1500001	
0.2915	0.1500001	
0.292	0.1500001	
0.2925	0.1500001	
0.293	0.1500001	
0.2935	0.1500001	
0.294	0.1500001	
0.2945	0.1500001	
0.295	0.1500001	
0.2955	0.1500001	
0.296	0.1500001	
0.2965	0.1500001	
0.297	0.1500001	
0.2975	0.1500001	
0.298	0.1500001	
0.2985	0.1500001	
0.299	0.1500001	
0.2995	0.1500001	
0.3	0.1500001	
0.3005	0.1500001	
0.301	0.1500001	
0.3015	0.1500001	
0.302	0.1500001	
0.3025	0.1500001	
0.303	0.1500001	
0.3035	0.1500001	
0.304	0.1500001	
0.3045	0.1500001	
0.305	0.1500001	
0.3055	0.1500001	
