Time	Pos	
0.599	0.1500001	
0.5995	0.1500001	
0.6	0.1500001	
0.6005	0.1500001	
0.601	0.1500001	
0.6015	0.1500001	
0.6020001	0.1500001	
0.6025	0.1500001	
0.603	0.1500001	
0.6035	0.1500001	
0.604	0.1500001	
0.6045001	0.1500001	
0.605	0.1500001	
0.6055	0.1500001	
0.606	0.1500001	
0.6065	0.1500001	
0.6070001	0.1500001	
0.6075	0.1500001	
0.608	0.1500001	
0.6085	0.1500001	
0.609	0.1500001	
0.6095001	0.1500001	
0.61	0.1500001	
0.6105	0.1500001	
0.611	0.1500001	
0.6115	0.1500001	
0.612	0.1500001	
0.6125	0.1500001	
0.613	0.1500001	
0.6135001	0.1500001	
0.614	0.1500001	
0.6145	0.1500001	
0.615	0.1500001	
0.6155	0.1500001	
0.6160001	0.1500001	
0.6165	0.1500001	
0.617	0.1500001	
0.6175	0.1500001	
0.618	0.1500001	
0.6185001	0.1500001	
0.619	0.1500001	
0.6195	0.1500001	
0.62	0.1500001	
0.6205	0.1500001	
0.6210001	0.1500001	
0.6215	0.1500001	
0.622	0.1500001	
0.6225	0.1500001	
0.623	0.1500001	
0.6235	0.1500001	
0.624	0.1500001	
0.6245	0.1500001	
0.625	0.1500001	
0.6255	0.1500001	
0.626	0.1500001	
0.6265	0.1500001	
0.627	0.1500001	
0.6275001	0.1500001	
0.628	0.1500001	
0.6285	0.1500001	
0.629	0.1500001	
0.6295	0.1500001	
0.6300001	0.1500001	
0.6305	0.1500001	
0.631	0.1500001	
0.6315	0.1500001	
0.632	0.1500001	
0.6325001	0.1500001	
0.633	0.1500001	
0.6335	0.1500001	
0.634	0.1500001	
0.6345	0.1500001	
0.6350001	0.1500001	
0.6355	0.1500001	
0.636	0.1500001	
0.6365	0.1500001	
0.637	0.1500001	
0.6375	0.1500001	
0.638	0.1500001	
0.6385	0.1500001	
0.6390001	0.1500001	
0.6395	0.1500001	
0.64	0.1500001	
0.6405	0.1500001	
0.641	0.1500001	
0.6415001	0.1500001	
0.642	0.1500001	
0.6425	0.1500001	
0.643	0.1500001	
0.6435	0.1500001	
0.6440001	0.1500001	
0.6445	0.1500001	
0.645	0.1500001	
0.6455	0.1500001	
0.646	0.1500001	
0.6465001	0.1500001	
0.647	0.1500001	
0.6475	0.1500001	
0.648	0.1500001	
0.6485	0.1500001	
0.649	0.1500001	
0.6495	0.1500001	
0.65	0.1500001	
0.6505001	0.1500001	
0.651	0.1500001	
0.6515	0.1500001	
0.652	0.1500001	
0.6525	0.1500001	
0.6530001	0.1500001	
0.6535	0.1500001	
0.654	0.1500001	
0.6545	0.1500001	
0.655	0.1500001	
0.6555001	0.1500001	
0.656	0.1500001	
0.6565	0.1500001	
0.657	0.1500001	
0.6575	0.1500001	
0.6580001	0.1500001	
0.6585	0.1500001	
0.659	0.1500001	
0.6595	0.1500001	
0.66	0.1500001	
0.6605	0.1500001	
0.661	0.1500001	
0.6615	0.1500001	
0.6620001	0.1500001	
0.6625	0.1500001	
0.663	0.1500001	
0.6635	0.1500001	
0.664	0.1500001	
0.6645001	0.1500001	
0.665	0.1500001	
0.6655	0.1500001	
0.666	0.1500001	
0.6665	0.1500001	
0.6670001	0.1500001	
0.6675	0.1500001	
0.668	0.1500001	
0.6685	0.1500001	
0.669	0.1500001	
0.6695001	0.1500001	
0.67	0.1500001	
0.6705	0.1500001	
0.671	0.1500001	
0.6715	0.1500001	
0.6720001	0.1500001	
0.6725	0.1500001	
0.673	0.1500001	
0.6735001	0.1500001	
0.674	0.1500001	
0.6745	0.1500001	
0.675	0.1500001	
0.6755	0.1500001	
0.6760001	0.1500001	
0.6765	0.1500001	
0.677	0.1500001	
0.6775	0.1500001	
0.678	0.1500001	
0.6785001	0.1500001	
0.679	0.1500001	
0.6795	0.1500001	
0.68	0.1500001	
0.6805	0.1500001	
0.6810001	0.1500001	
0.6815	0.1500001	
0.682	0.1500001	
0.6825	0.1500001	
0.683	0.1500001	
0.6835001	0.1500001	
0.684	0.1500001	
0.6845	0.1500001	
0.6850001	0.1500001	
0.6855	0.1500001	
0.686	0.1500001	
0.6865	0.1500001	
0.687	0.1500001	
0.6875001	0.1500001	
0.688	0.1500001	
0.6885	0.1500001	
0.689	0.1500001	
0.6895	0.1500001	
0.6900001	0.1500001	
0.6905	0.1500001	
0.691	0.1500001	
0.6915	0.1500001	
0.692	0.1500001	
0.6925001	0.1500001	
0.693	0.1500001	
0.6935	0.1500001	
0.694	0.1500001	
0.6945	0.1500001	
0.6950001	0.1500001	
0.6955	0.1500001	
0.696	0.1500001	
0.6965	0.1500001	
0.697	0.1500001	
0.6975001	0.1500001	
0.698	0.1500001	
0.6985	0.1500001	
0.6990001	0.1500001	
0.6995	0.1500001	
0.7	0.1500001	
0.7005	0.1500001	
0.701	0.1500001	
0.7015001	0.1500001	
0.702	0.1500001	
0.7025	0.1500001	
0.703	0.1500001	
0.7035	0.1500001	
0.7040001	0.1500001	
0.7045	0.1500001	
0.705	0.1500001	
0.7055	0.1500001	
0.706	0.1500001	
0.7065001	0.1500001	
0.707	0.1500001	
0.7075	0.1500001	
0.708	0.1500001	
0.7085	0.1500001	
0.7090001	0.1500001	
0.7095	0.1500001	
0.71	0.1500001	
0.7105001	0.1500001	
0.711	0.1500001	
0.7115	0.1500001	
0.712	0.1500001	
0.7125	0.1500001	
0.7130001	0.1500001	
0.7135	0.1500001	
0.714	0.1500001	
0.7145	0.1500001	
0.715	0.1500001	
0.7155001	0.1500001	
0.716	0.1500001	
0.7165	0.1500001	
0.717	0.1500001	
0.7175	0.1500001	
0.7180001	0.1500001	
0.7185	0.1500001	
0.719	0.1500001	
0.7195	0.1500001	
0.72	0.1500001	
0.7205001	0.1500001	
0.721	0.1500001	
0.7215	0.1500001	
0.7220001	0.1500001	
0.7225	0.1500001	
0.723	0.1500001	
0.7235	0.1500001	
0.724	0.1500001	
0.7245001	0.1500001	
0.725	0.1500001	
0.7255	0.1500001	
0.726	0.1500001	
0.7265	0.1500001	
0.7270001	0.1500001	
0.7275	0.1500001	
0.728	0.1500001	
0.7285	0.1500001	
0.729	0.1500001	
0.7295001	0.1500001	
0.73	0.1500001	
0.7305	0.1500001	
0.731	0.1500001	
0.7315	0.1500001	
0.7320001	0.1500001	
0.7325	0.1500001	
0.733	0.1500001	
0.7335001	0.1500001	
0.734	0.1500001	
0.7345001	0.1500001	
0.735	0.1500001	
0.7355	0.1500001	
0.7360001	0.1500001	
0.7365	0.1500001	
0.737	0.1500001	
0.7375	0.1500001	
0.738	0.1500001	
0.7385001	0.1500001	
0.739	0.1500001	
0.7395	0.1500001	
0.74	0.1500001	
0.7405	0.1500001	
0.7410001	0.1500001	
0.7415	0.1500001	
0.742	0.1500001	
0.7425	0.1500001	
0.743	0.1500001	
0.7435001	0.1500001	
0.744	0.1500001	
0.7445	0.1500001	
0.7450001	0.1500001	
0.7455	0.1500001	
0.7460001	0.1500001	
0.7465	0.1500001	
0.747	0.1500001	
0.7475001	0.1500001	
0.748	0.1500001	
0.7485	0.1500001	
0.749	0.1500001	
0.7495	0.1500001	
0.7500001	0.1500001	
0.7505	0.1500001	
0.751	0.1500001	
0.7515	0.1500001	
0.752	0.1500001	
0.7525001	0.1500001	
0.753	0.1500001	
0.7535	0.1500001	
0.754	0.1500001	
0.7545	0.1500001	
0.7550001	0.1500001	
0.7555	0.1500001	
0.756	0.1500001	
0.7565001	0.1500001	
0.757	0.1500001	
0.7575001	0.1500001	
0.758	0.1500001	
0.7585	0.1500001	
0.7590001	0.1500001	
0.7595	0.1500001	
0.7600001	0.1500001	
0.7605	0.1500001	
0.761	0.1500001	
0.7615001	0.1500001	
0.762	0.1500001	
0.7625	0.1500001	
0.763	0.1500001	
0.7635	0.1500001	
0.7640001	0.1500001	
0.7645	0.1500001	
0.765	0.1500001	
0.7655	0.1500001	
0.766	0.1500001	
0.7665001	0.1500001	
0.767	0.1500001	
0.7675	0.1500001	
0.768	0.1500001	
0.7685	0.1500001	
0.7690001	0.1500001	
0.7695	0.1500001	
0.77	0.1500001	
0.7705001	0.1500001	
0.771	0.1500001	
0.7715001	0.1500001	
0.772	0.1500001	
0.7725	0.1500001	
0.7730001	0.1500001	
0.7735	0.1500001	
0.774	0.1500001	
0.7745	0.1500001	
0.775	0.1500001	
0.7755001	0.1500001	
0.776	0.1500001	
0.7765	0.1500001	
0.777	0.1500001	
0.7775	0.1500001	
0.7780001	0.1500001	
0.7785	0.1500001	
0.779	0.1500001	
0.7795	0.1500001	
0.78	0.1500001	
0.7805001	0.1500001	
0.781	0.1500001	
0.7815	0.1500001	
0.7820001	0.1500001	
0.7825	0.1500001	
0.7830001	0.1500001	
0.7835	0.1500001	
0.784	0.1500001	
0.7845001	0.1500001	
0.785	0.1500001	
0.7855	0.1500001	
0.786	0.1500001	
0.7865	0.1500001	
0.7870001	0.1500001	
0.7875	0.1500001	
0.788	0.1500001	
0.7885	0.1500001	
0.789	0.1500001	
0.7895001	0.1500001	
0.79	0.1500001	
0.7905	0.1500001	
0.791	0.1500001	
0.7915	0.1500001	
0.7920001	0.1500001	
0.7925	0.1500001	
0.793	0.1500001	
0.7935001	0.1500001	
0.794	0.1500001	
0.7945001	0.1500001	
0.795	0.1500001	
0.7955	0.1500001	
0.7960001	0.1500001	
0.7965	0.1500001	
0.7970001	0.1500001	
0.7975	0.1500001	
0.798	0.1500001	
0.7985001	0.1500001	
0.799	0.1500001	
0.7995	0.1500001	
0.8	0.1500001	
0.8005	0.1500001	
0.8010001	0.1500001	
0.8015	0.1500001	
0.802	0.1500001	
0.8025	0.1500001	
0.803	0.1500001	
0.8035001	0.1500001	
0.804	0.1500001	
0.8045	0.1500001	
0.8050001	0.1500001	
0.8055	0.1500001	
0.8060001	0.1500001	
0.8065	0.1500001	
0.807	0.1500001	
0.8075001	0.1500001	
0.808	0.1500001	
0.8085001	0.1500001	
0.809	0.1500001	
0.8095	0.1500001	
0.8100001	0.1500001	
0.8105	0.1500001	
0.811	0.1500001	
0.8115	0.1500001	
0.812	0.1500001	
0.8125001	0.1500001	
0.813	0.1500001	
0.8135	0.1500001	
0.814	0.1500001	
0.8145	0.1500001	
0.8150001	0.1500001	
0.8155	0.1500001	
0.816	0.1500001	
0.8165001	0.1500001	
0.817	0.1500001	
0.8175001	0.1500001	
0.818	0.1500001	
0.8185	0.1500001	
0.8190001	0.1500001	
0.8195	0.1500001	
0.8200001	0.1500001	
0.8205	0.1500001	
0.821	0.1500001	
0.8215001	0.1500001	
0.822	0.1500001	
0.8225001	0.1500001	
0.823	0.1500001	
0.8235	0.1500001	
0.8240001	0.1500001	
0.8245	0.1500001	
0.825	0.1500001	
0.8255	0.1500001	
0.826	0.1500001	
0.8265001	0.1500001	
0.827	0.1500001	
0.8275	0.1500001	
0.8280001	0.1500001	
0.8285	0.1500001	
0.8290001	0.1500001	
0.8295	0.1500001	
0.83	0.1500001	
0.8305001	0.1500001	
0.831	0.1500001	
0.8315001	0.1500001	
0.832	0.1500001	
0.8325	0.1500001	
0.8330001	0.1500001	
0.8335	0.1500001	
0.8340001	0.1500001	
0.8345	0.1500001	
0.835	0.1500001	
0.8355001	0.1500001	
0.836	0.1500001	
0.8365	0.1500001	
0.837	0.1500001	
0.8375	0.1500001	
0.8380001	0.1500001	
0.8385	0.1500001	
0.839	0.1500001	
0.8395001	0.1500001	
0.84	0.1500001	
0.8405001	0.1500001	
0.841	0.1500001	
0.8415	0.1500001	
0.8420001	0.1500001	
0.8425	0.1500001	
0.8430001	0.1500001	
0.8435	0.1500001	
0.844	0.1500001	
0.8445001	0.1500001	
0.845	0.1500001	
0.8455001	0.1500001	
0.846	0.1500001	
0.8465	0.1500001	
0.8470001	0.1500001	
0.8475	0.1500001	
0.848	0.1500001	
0.8485	0.1500001	
0.849	0.1500001	
0.8495001	0.1500001	
0.85	0.1500001	
0.8505	0.1500001	
0.851	0.1500001	
0.8515	0.1500001	
0.8520001	0.1500001	
0.8525	0.1500001	
0.853	0.1500001	
0.8535001	0.1500001	
0.854	0.1500001	
0.8545001	0.1500001	
0.855	0.1500001	
0.8555	0.1500001	
0.8560001	0.1500001	
0.8565	0.1500001	
0.8570001	0.1500001	
0.8575	0.1500001	
0.858	0.1500001	
0.8585001	0.1500001	
0.859	0.1500001	
0.8595001	0.1500001	
0.86	0.1500001	
0.8605	0.1500001	
0.8610001	0.1500001	
0.8615	0.1500001	
0.862	0.1500001	
0.8625	0.1500001	
0.863	0.1500001	
0.8635001	0.1500001	
0.864	0.1500001	
0.8645	0.1500001	
0.8650001	0.1500001	
0.8655	0.1500001	
0.8660001	0.1500001	
0.8665	0.1500001	
0.867	0.1500001	
0.8675001	0.1500001	
0.868	0.1500001	
0.8685001	0.1500001	
0.869	0.1500001	
0.8695	0.1500001	
0.8700001	0.1500001	
0.8705	0.1500001	
0.8710001	0.1500001	
0.8715	0.1500001	
0.872	0.1500001	
0.8725001	0.1500001	
0.873	0.1500001	
0.8735	0.1500001	
0.874	0.1500001	
0.8745	0.1500001	
0.8750001	0.1500001	
0.8755	0.1500001	
0.876	0.1500001	
0.8765001	0.1500001	
0.877	0.1500001	
0.8775001	0.1500001	
0.878	0.1500001	
0.8785	0.1500001	
0.8790001	0.1500001	
0.8795	0.1500001	
0.8800001	0.1500001	
0.8805	0.1500001	
0.881	0.1500001	
0.8815001	0.1500001	
0.882	0.1500001	
0.8825001	0.1500001	
0.883	0.1500001	
0.8835	0.1500001	
0.8840001	0.1500001	
0.8845	0.1500001	
0.8850001	0.1500001	
0.8855	0.1500001	
0.886	0.1500001	
0.8865001	0.1500001	
0.887	0.1500001	
0.8875	0.1500001	
0.8880001	0.1500001	
0.8885	0.1500001	
0.8890001	0.1500001	
0.8895	0.1500001	
0.89	0.1500001	
0.8905001	0.1500001	
0.891	0.1500001	
0.8915001	0.1500001	
0.892	0.1500001	
0.8925	0.1500001	
0.8930001	0.1500001	
0.8935	0.1500001	
0.8940001	0.1500001	
0.8945	0.1500001	
0.895	0.1500001	
0.8955001	0.1500001	
0.896	0.1500001	
0.8965001	0.1500001	
0.897	0.1500001	
0.8975	0.1500001	
0.8980001	0.1500001	
0.8985	0.1500001	
0.899	0.1500001	
0.8995001	0.1500001	
0.9	0.1500001	
0.9005001	0.1500001	
0.901	0.1500001	
0.9015	0.1500001	
0.9020001	0.1500001	
0.9025	0.1500001	
0.9030001	0.1500001	
0.9035	0.1500001	
0.904	0.1500001	
0.9045001	0.1500001	
0.905	0.1500001	
0.9055001	0.1500001	
0.906	0.1500001	
0.9065	0.1500001	
0.9070001	0.1500001	
0.9075	0.1500001	
0.9080001	0.1500001	
0.9085	0.1500001	
0.909	0.1500001	
0.9095001	0.1500001	
0.91	0.1500001	
0.9105	0.1500001	
0.9110001	0.1500001	
0.9115	0.1500001	
0.9120001	0.1500001	
0.9125	0.1500001	
0.913	0.1500001	
0.9135001	0.1500001	
0.914	0.1500001	
0.9145001	0.1500001	
0.915	0.1500001	
0.9155	0.1500001	
0.9160001	0.1500001	
0.9165	0.1500001	
0.9170001	0.1500001	
0.9175	0.1500001	
0.918	0.1500001	
0.9185001	0.1500001	
0.919	0.1500001	
0.9195001	0.1500001	
0.92	0.1500001	
0.9205	0.1500001	
0.9210001	0.1500001	
0.9215	0.1500001	
0.9220001	0.1500001	
0.9225	0.1500001	
0.923	0.1500001	
0.9235001	0.1500001	
0.924	0.1500001	
0.9245	0.1500001	
0.9250001	0.1500001	
0.9255	0.1500001	
0.9260001	0.1500001	
0.9265	0.1500001	
0.927	0.1500001	
0.9275001	0.1500001	
0.928	0.1500001	
0.9285001	0.1500001	
0.929	0.1500001	
0.9295	0.1500001	
0.9300001	0.1500001	
0.9305	0.1500001	
0.9310001	0.1500001	
0.9315	0.1500001	
0.932	0.1500001	
0.9325001	0.1500001	
0.933	0.1500001	
0.9335001	0.1500001	
0.934	0.1500001	
0.9345	0.1500001	
0.9350001	0.1500001	
0.9355	0.1500001	
0.936	0.1500001	
0.9365001	0.1500001	
0.937	0.1500001	
0.9375001	0.1500001	
0.938	0.1500001	
0.9385	0.1500001	
0.9390001	0.1500001	
0.9395	0.1500001	
0.9400001	0.1500001	
0.9405	0.1500001	
0.941	0.1500001	
0.9415001	0.1500001	
0.942	0.1500001	
0.9425001	0.1500001	
0.943	0.1500001	
0.9435	0.1500001	
0.9440001	0.1500001	
0.9445	0.1500001	
0.9450001	0.1500001	
0.9455	0.1500001	
0.946	0.1500001	
0.9465001	0.1500001	
0.947	0.1500001	
0.9475001	0.1500001	
0.9480001	0.1500001	
0.9485	0.1500001	
0.9490001	0.1500001	
0.9495	0.1500001	
0.95	0.1500001	
0.9505001	0.1500001	
0.951	0.1500001	
0.9515001	0.1500001	
0.952	0.1500001	
0.9525	0.1500001	
0.9530001	0.1500001	
0.9535	0.1500001	
0.9540001	0.1500001	
0.9545	0.1500001	
0.955	0.1500001	
0.9555001	0.1500001	
0.956	0.1500001	
0.9565001	0.1500001	
0.957	0.1500001	
0.9575	0.1500001	
0.9580001	0.1500001	
0.9585	0.1500001	
0.9590001	0.1500001	
0.9595001	0.1500001	
0.96	0.1500001	
0.9605001	0.1500001	
0.961	0.1500001	
0.9615	0.1500001	
0.9620001	0.1500001	
0.9625	0.1500001	
0.9630001	0.1500001	
0.9635	0.1500001	
0.964	0.1500001	
0.9645001	0.1500001	
0.965	0.1500001	
0.9655001	0.1500001	
0.966	0.1500001	
0.9665	0.1500001	
0.9670001	0.1500001	
0.9675	0.1500001	
0.9680001	0.1500001	
0.9685	0.1500001	
0.969	0.1500001	
0.9695001	0.1500001	
0.97	0.1500001	
0.9705001	0.1500001	
0.9710001	0.1500001	
0.9715	0.1500001	
0.9720001	0.1500001	
0.9725	0.1500001	
0.973	0.1500001	
0.9735001	0.1500001	
0.974	0.1500001	
0.9745001	0.1500001	
0.975	0.1500001	
0.9755	0.1500001	
0.9760001	0.1500001	
0.9765	0.1500001	
0.9770001	0.1500001	
0.9775	0.1500001	
0.978	0.1500001	
0.9785001	0.1500001	
0.979	0.1500001	
0.9795001	0.1500001	
0.98	0.1500001	
0.9805	0.1500001	
0.9810001	0.1500001	
0.9815	0.1500001	
0.9820001	0.1500001	
0.9825001	0.1500001	
0.983	0.1500001	
0.9835001	0.1500001	
0.984	0.1500001	
0.9845001	0.1500001	
0.9850001	0.1500001	
0.9855	0.1500001	
0.9860001	0.1500001	
0.9865	0.1500001	
0.987	0.1500001	
0.9875001	0.1500001	
0.988	0.1500001	
0.9885001	0.1500001	
0.989	0.1500001	
0.9895	0.1500001	
0.9900001	0.1500001	
0.9905	0.1500001	
0.9910001	0.1500001	
0.9915	0.1500001	
0.992	0.1500001	
0.9925001	0.1500001	
0.993	0.1500001	
0.9935001	0.1500001	
0.994	0.1500001	
0.9945	0.1500001	
0.9950001	0.1500001	
0.9955	0.1500001	
0.9960001	0.1500001	
0.9965001	0.1500001	
0.997	0.1500001	
0.9975001	0.1500001	
0.998	0.1500001	
0.9985	0.1500001	
0.9990001	0.1500001	
0.9995	0.1500001	
1	0.1500001	
1.0005	0.1500001	
1.001	0.1495001	
1.0015	0.149	
1.002	0.1485	
1.0025	0.148	
1.003	0.1475	
1.0035	0.147	
1.004	0.1465	
1.0045	0.146	
1.005	0.1455	
1.0055	0.145	
1.006	0.1444999	
1.0065	0.1439999	
1.007	0.1434999	
1.0075	0.1429999	
1.008	0.1424999	
1.0085	0.1419999	
1.009	0.1414999	
1.0095	0.1409998	
1.01	0.1404998	
1.0105	0.1399998	
1.011	0.1394998	
1.0115	0.1389998	
1.012	0.1384998	
1.0125	0.1379998	
1.013	0.1374998	
1.0135	0.1369998	
1.014	0.1364997	
1.0145	0.1359997	
1.015	0.1354997	
1.0155	0.1349997	
1.016	0.1344997	
1.0165	0.1339997	
1.017	0.1334997	
1.0175	0.1329997	
1.018	0.1324997	
1.0185	0.1319996	
1.019	0.1314996	
1.0195	0.1309996	
1.02	0.1304996	
1.0205	0.1299996	
1.021	0.1294996	
1.0215	0.1289996	
1.022	0.1284996	
1.0225	0.1279995	
1.023	0.1274995	
1.0235	0.1269995	
1.024	0.1264995	
1.0245	0.1259995	
1.025	0.1254995	
1.0255	0.1249995	
1.026	0.1244995	
1.0265	0.1239995	
1.027	0.1234994	
1.0275	0.1229994	
1.028	0.1224994	
1.0285	0.1219994	
1.029	0.1214994	
1.0295	0.1209994	
1.03	0.1204994	
1.0305	0.1199994	
1.031	0.1194993	
1.0315	0.1189993	
1.032	0.1184993	
1.0325	0.1179993	
1.033	0.1174993	
1.0335	0.1169993	
1.034	0.1164993	
1.0345	0.1159993	
1.035	0.1154993	
1.0355	0.1149992	
1.036	0.1144992	
1.0365	0.1139992	
1.037	0.1134992	
1.0375	0.1129992	
1.038	0.1124992	
1.0385	0.1119992	
1.039	0.1114992	
1.0395	0.1109992	
1.04	0.1104991	
1.0405	0.1099991	
1.041	0.1094991	
1.0415	0.1089991	
1.042	0.1084991	
1.0425	0.1079991	
1.043	0.1074991	
1.0435	0.1069991	
1.044	0.1064991	
1.0445	0.105999	
1.045	0.105499	
1.0455	0.104999	
1.046	0.104499	
1.0465	0.103999	
1.047	0.103499	
1.0475	0.102999	
1.048	0.102499	
1.0485	0.1019989	
1.049	0.1014989	
1.0495	0.1009989	
1.05	0.1004989	
1.0505	0.09999891	
1.051	0.0994989	
1.0515	0.09899889	
1.052	0.09849887	
1.0525	0.09799886	
1.053	0.09749886	
1.0535	0.09699884	
1.054	0.09649883	
1.0545	0.09599882	
1.055	0.09549881	
1.0555	0.0949988	
1.056	0.09449878	
1.0565	0.09399877	
1.057	0.09349876	
1.0575	0.09299875	
1.058	0.09249874	
1.0585	0.09199873	
1.059	0.09149872	
1.0595	0.0909987	
1.06	0.09049869	
1.0605	0.08999868	
1.061	0.08949867	
1.0615	0.08899866	
1.062	0.08849864	
1.0625	0.08799864	
1.063	0.08749863	
1.0635	0.08699861	
1.064	0.0864986	
1.0645	0.08599859	
1.065	0.08549858	
1.0655	0.08499857	
1.066	0.08449855	
1.0665	0.08399855	
1.067	0.08349853	
1.0675	0.08299852	
1.068	0.08249851	
1.0685	0.0819985	
1.069	0.08149849	
1.0695	0.08099847	
1.07	0.08049846	
1.0705	0.07999846	
1.071	0.07949844	
1.0715	0.07899843	
1.072	0.07849842	
1.0725	0.07799841	
1.073	0.0774984	
1.0735	0.07699838	
1.074	0.07649837	
1.0745	0.07599836	
1.075	0.07549835	
1.0755	0.07499834	
1.076	0.07449833	
1.0765	0.07399832	
1.077	0.0734983	
1.0775	0.07299829	
1.078	0.07249828	
1.0785	0.07199827	
1.079	0.07149825	
1.0795	0.07099824	
1.08	0.07049823	
1.0805	0.06999822	
1.081	0.0694982	
1.0815	0.0689982	
1.082	0.06849819	
1.0825	0.06799817	
1.083	0.06749816	
1.0835	0.06699815	
1.084	0.06649814	
1.0845	0.06599813	
1.085	0.06549811	
1.0855	0.06499811	
1.086	0.06449809	
1.0865	0.06399808	
1.087	0.06349807	
1.0875	0.06299806	
1.088	0.06249804	
1.0885	0.06199804	
1.089	0.06149802	
1.0895	0.06099801	
1.09	0.060498	
1.0905	0.05999799	
1.091	0.05949798	
1.0915	0.05899797	
1.092	0.05849795	
1.0925	0.05799794	
1.093	0.05749793	
1.0935	0.05699792	
1.094	0.05649791	
1.0945	0.0559979	
1.095	0.05549788	
1.0955	0.05499787	
1.096	0.05449786	
1.0965	0.05399785	
1.097	0.05349784	
1.0975	0.05299783	
1.098	0.05249782	
1.0985	0.05199781	
1.099	0.05149779	
1.0995	0.05099778	
1.1	0.05049777	
1.1005	0.04999776	
1.101	0.04949775	
1.1015	0.04899774	
1.102	0.04849773	
1.1025	0.04799772	
1.103	0.0474977	
1.1035	0.04699769	
1.104	0.04649768	
1.1045	0.04599767	
1.105	0.04549766	
1.1055	0.04499765	
1.106	0.04449764	
1.1065	0.04399763	
1.107	0.04349761	
1.1075	0.0429976	
1.108	0.04249759	
1.1085	0.04199758	
1.109	0.04149757	
1.1095	0.04099756	
1.11	0.04049755	
1.1105	0.03999753	
1.111	0.03949752	
1.1115	0.03899751	
1.112	0.0384975	
1.1125	0.03799749	
1.113	0.03749748	
1.1135	0.03699746	
1.114	0.03649746	
1.1145	0.03599744	
1.115	0.03549743	
1.1155	0.03499741	
1.116	0.03449741	
1.1165	0.03399739	
1.117	0.03349738	
1.1175	0.03299737	
1.118	0.03249736	
1.1185	0.03199735	
1.119	0.03149734	
1.1195	0.03099732	
1.12	0.03049731	
1.1205	0.0299973	
1.121	0.02949729	
1.1215	0.02899728	
1.122	0.02849727	
1.1225	0.02799726	
1.123	0.02749724	
1.1235	0.02699723	
1.124	0.02649722	
1.1245	0.02599721	
1.125	0.0254972	
1.1255	0.02499719	
1.126	0.02449718	
1.1265	0.02399717	
1.127	0.02349715	
1.1275	0.02299714	
1.128	0.02249713	
1.1285	0.02199712	
1.129	0.02149711	
1.1295	0.0209971	
1.13	0.02049709	
1.1305	0.01999707	
1.131	0.01949706	
1.1315	0.01899705	
1.132	0.01849704	
1.1325	0.01799703	
1.133	0.01749702	
1.1335	0.016997	
1.134	0.01649699	
1.1345	0.01599698	
1.135	0.01549697	
1.1355	0.01499696	
1.136	0.01449695	
1.1365	0.01399694	
1.137	0.01349692	
1.1375	0.01299691	
1.138	0.0124969	
1.1385	0.01199689	
1.139	0.01149688	
1.1395	0.01099687	
1.14	0.01049686	
1.1405	0.009996844	
1.141	0.009496833	
1.1415	0.008996821	
1.142	0.008496809	
1.1425	0.007996798	
1.143	0.007496786	
1.1435	0.006996775	
1.144	0.006496763	
1.1445	0.005996752	
1.145	0.005496741	
1.1455	0.00499673	
1.146	0.004496718	
1.1465	0.003996706	
1.147	0.003496695	
1.1475	0.002996683	
1.148	0.002496672	
1.1485	0.00199666	
1.149	0.001496649	
1.1495	0.0009966374	
1.15	0.000496626	
1.1505	-3.385539E-06	
1.151	-0.000503397	
1.1515	-0.001003408	
1.152	-0.00150342	
1.1525	-0.002003431	
1.153	-0.002503443	
1.1535	-0.003003455	
1.154	-0.003503466	
1.1545	-0.004003477	
1.155	-0.004503489	
1.1555	-0.0050035	
1.156	-0.005503512	
1.1565	-0.006003523	
1.157	-0.006503535	
1.1575	-0.007003546	
1.158	-0.007503557	
1.1585	-0.008003569	
1.159	-0.00850358	
1.1595	-0.009003592	
1.16	-0.009503604	
1.1605	-0.01000362	
1.161	-0.01050363	
1.1615	-0.01100364	
1.162	-0.01150365	
1.1625	-0.01200366	
1.163	-0.01250367	
1.1635	-0.01300368	
1.164	-0.01350369	
1.1645	-0.01400371	
1.165	-0.01450372	
1.1655	-0.01500373	
1.166	-0.01550374	
1.1665	-0.01600375	
1.167	-0.01650376	
1.1675	-0.01700377	
1.168	-0.01750379	
1.1685	-0.0180038	
1.169	-0.01850381	
1.1695	-0.01900382	
1.17	-0.01950383	
1.1705	-0.02000385	
1.171	-0.02050386	
1.1715	-0.02100387	
1.172	-0.02150388	
1.1725	-0.02200389	
1.173	-0.0225039	
1.1735	-0.02300391	
1.174	-0.02350393	
1.1745	-0.02400394	
1.175	-0.02450395	
1.1755	-0.02500396	
1.176	-0.02550397	
1.1765	-0.02600398	
1.177	-0.02650399	
1.1775	-0.027004	
1.178	-0.02750402	
1.1785	-0.02800403	
1.179	-0.02850404	
1.1795	-0.02900405	
1.18	-0.02950406	
1.1805	-0.03000407	
1.181	-0.03050408	
1.1815	-0.0310041	
1.182	-0.03150411	
1.1825	-0.03200412	
1.183	-0.03250413	
1.1835	-0.03300414	
1.184	-0.03350415	
1.1845	-0.03400416	
1.185	-0.03450418	
1.1855	-0.03500419	
1.186	-0.0355042	
1.1865	-0.03600421	
1.187	-0.03650422	
1.1875	-0.03700424	
1.188	-0.03750425	
1.1885	-0.03800426	
