Time	Hinge	Left	Mll	Mlt	Mrl	Mrt	Right	Sll	Slt	Srl	Srt	
0	0	0	0	0	0	0	0	0	0	0	0	
0.001	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.002	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.003	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.004	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.005	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.006	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.007	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.008	2.502767E-15	0	0	0	0	0	0	0	0	0	0	
0.009000001	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.01	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.011	2.502767E-15	0	0	0	0	0	0	0	0	0	0	
0.012	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.013	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.014	2.502767E-15	0	0	0	0	0	0	0	0	0	0	
0.015	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.016	2.502767E-15	0	0	0	0	0	0	0	0	0	0	
0.017	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.018	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.019	2.502767E-15	0	0	0	0	0	0	0	0	0	0	
0.02	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.021	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.022	2.502767E-15	0	0	0	0	0	0	0	0	0	0	
0.023	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.024	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.025	2.502767E-15	0	0	0	0	0	0	0	0	0	0	
0.026	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.027	2.502767E-15	0	0	0	0	0	0	0	0	0	0	
0.028	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.029	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.03	2.502767E-15	0	0	0	0	0	0	0	0	0	0	
0.031	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.032	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.033	2.502767E-15	0	0	0	0	0	0	0	0	0	0	
0.034	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.035	2.502767E-15	0	0	0	0	0	0	0	0	0	0	
0.036	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.037	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.038	2.502767E-15	0	0	0	0	0	0	0	0	0	0	
0.039	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.04	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.041	2.502767E-15	0	0	0	0	0	0	0	0	0	0	
0.042	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.043	2.502767E-15	0	0	0	0	0	0	0	0	0	0	
0.044	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.045	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.046	2.502767E-15	0	0	0	0	0	0	0	0	0	0	
0.047	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.048	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
0.049	2.502767E-15	0	0	0	0	0	0	0	0	0	0	
0.05	2.502768E-15	0	0	0	0	0	0	0	0	0	0	
