Time	Body_1X	RootX	
0	0	0	
0.0005	0	0	
0.001	0	0	
0.0015	0	0	
0.002	0	0	
0.0025	0	0	
0.003	0	0	
0.0035	0	0	
0.004	0	0	
0.0045	0	0	
0.005	0	0	
0.0055	0	0	
0.006	0	0	
0.0065	0	0	
0.007	0	0	
0.0075	0	0	
0.008	0	0	
0.0085	0	0	
0.009000001	0	0	
0.009500001	0	0	
0.01	0	0	
0.0105	0	0	
0.011	0	0	
0.0115	0	0	
0.012	0	0	
0.0125	0	0	
0.013	0	0	
0.0135	0	0	
0.014	0	0	
0.0145	0	0	
0.015	0	0	
0.0155	0	0	
0.016	0	0	
0.0165	0	0	
0.017	0	0	
0.0175	0	0	
0.018	0	0	
0.0185	0	0	
0.019	0	0	
0.0195	0	0	
0.02	0	0	
0.0205	0	0	
0.021	0	0	
0.0215	0	0	
0.022	0	0	
0.0225	0	0	
0.023	0	0	
0.0235	0	0	
0.024	0	0	
0.0245	0	0	
0.025	0	0	
0.0255	0	0	
0.026	0	0	
0.0265	0	0	
0.027	0	0	
0.0275	0	0	
0.028	0	0	
0.0285	0	0	
0.029	0	0	
0.0295	0	0	
0.03	0	0	
0.0305	0	0	
0.031	0	0	
0.0315	0	0	
0.032	0	0	
0.0325	0	0	
0.033	0	0	
0.0335	0	0	
0.034	0	0	
0.0345	0	0	
0.035	0	0	
0.0355	0	0	
0.036	0	0	
0.0365	0	0	
0.037	0	0	
0.0375	0	0	
0.038	0	0	
0.0385	0	0	
0.039	0	0	
0.0395	0	0	
0.04	0	0	
0.0405	0	0	
0.041	0	0	
0.0415	0	0	
0.042	0	0	
0.0425	0	0	
0.043	0	0	
0.0435	0	0	
0.044	0	0	
0.0445	0	0	
0.045	0	0	
0.0455	0	0	
0.046	0	0	
0.0465	0	0	
0.047	0	0	
0.0475	0	0	
0.048	0	0	
0.0485	0	0	
0.049	0	0	
0.0495	0	0	
0.05	0	0	
0.0505	0	0	
0.051	0	0	
0.0515	0	0	
0.052	0	0	
0.0525	0	0	
0.053	0	0	
0.0535	0	0	
0.054	0	0	
0.0545	0	0	
0.055	0	0	
0.0555	0	0	
0.056	0	0	
0.0565	0	0	
0.057	0	0	
0.0575	0	0	
0.058	0	0	
0.0585	0	0	
0.059	0	0	
0.0595	0	0	
0.06	0	0	
0.0605	0	0	
0.061	0	0	
0.0615	0	0	
0.062	0	0	
0.0625	0	0	
0.063	0	0	
0.0635	0	0	
0.064	0	0	
0.0645	0	0	
0.06500001	0	0	
0.06550001	0	0	
0.066	0	0	
0.0665	0	0	
0.067	0	0	
0.0675	0	0	
0.068	0	0	
0.0685	0	0	
0.06900001	0	0	
0.06950001	0	0	
0.07	0	0	
0.0705	0	0	
0.071	0	0	
0.0715	0	0	
0.072	0	0	
0.07250001	0	0	
0.07300001	0	0	
0.0735	0	0	
0.074	0	0	
0.0745	0	0	
0.075	0	0	
0.0755	0	0	
0.07600001	0	0	
0.07650001	0	0	
0.07700001	0	0	
0.0775	0	0	
0.078	0	0	
0.0785	0	0	
0.079	0	0	
0.0795	0	0	
0.08000001	0	0	
0.08050001	0	0	
0.081	0	0	
0.0815	0	0	
0.082	0	0	
0.0825	0	0	
0.083	0	0	
0.08350001	0	0	
0.08400001	0	0	
0.08450001	0	0	
0.085	0	0	
0.0855	0	0	
0.086	0	0	
0.0865	0	0	
0.087	0	0	
0.08750001	0	0	
0.08800001	0	0	
0.0885	0	0	
0.089	0	0	
0.0895	0	0	
0.09	0	0	
0.0905	0	0	
0.09100001	0	0	
0.09150001	0	0	
0.09200001	0	0	
0.0925	0	0	
0.093	0	0	
0.0935	0	0	
0.094	0	0	
0.09450001	0	0	
0.09500001	0	0	
0.09550001	0	0	
0.096	0	0	
0.0965	0	0	
0.097	0	0	
0.0975	0	0	
0.098	0	0	
0.09850001	0	0	
0.09900001	0	0	
0.09950001	0	0	
0.1	0	0	
0.1005	0	0	
0.101	0	0	
0.1015	0	0	
0.102	0	0	
0.1025	0	0	
0.103	0	0	
0.1035	0	0	
0.104	0	0	
0.1045	0	0	
0.105	0	0	
0.1055	0	0	
0.106	0	0	
0.1065	0	0	
0.107	0	0	
0.1075	0	0	
0.108	0	0	
0.1085	0	0	
0.109	0	0	
0.1095	0	0	
0.11	0	0	
0.1105	0	0	
0.111	0	0	
0.1115	0	0	
0.112	0	0	
0.1125	0	0	
0.113	0	0	
0.1135	0	0	
0.114	0	0	
0.1145	0	0	
0.115	0	0	
0.1155	0	0	
0.116	0	0	
0.1165	0	0	
0.117	0	0	
0.1175	0	0	
0.118	0	0	
0.1185	0	0	
0.119	0	0	
0.1195	0	0	
0.12	0	0	
0.1205	0	0	
0.121	0	0	
0.1215	0	0	
0.122	0	0	
0.1225	0	0	
0.123	0	0	
0.1235	0	0	
0.124	0	0	
0.1245	0	0	
0.125	0	0	
0.1255	0	0	
0.126	0	0	
0.1265	0	0	
0.127	0	0	
0.1275	0	0	
0.128	0	0	
0.1285	0	0	
0.129	0	0	
0.1295	0	0	
0.13	0	0	
0.1305	0	0	
0.131	0	0	
0.1315	0	0	
0.132	0	0	
0.1325	0	0	
0.133	0	0	
0.1335	0	0	
0.134	0	0	
0.1345	0	0	
0.135	0	0	
0.1355	0	0	
0.136	0	0	
0.1365	0	0	
0.137	0	0	
0.1375	0	0	
0.138	0	0	
0.1385	0	0	
0.139	0	0	
0.1395	0	0	
0.14	0	0	
0.1405	0	0	
0.141	0	0	
0.1415	0	0	
0.142	0	0	
0.1425	0	0	
0.143	0	0	
0.1435	0	0	
0.144	0	0	
0.1445	0	0	
0.145	0	0	
0.1455	0	0	
0.146	0	0	
0.1465	0	0	
0.147	0	0	
0.1475	0	0	
0.148	0	0	
0.1485	0	0	
0.149	0	0	
0.1495	0	0	
0.15	0	0	
0.1505	0	0	
0.151	0	0	
0.1515	0	0	
0.152	0	0	
0.1525	0	0	
0.153	0	0	
0.1535	0	0	
0.154	0	0	
0.1545	0	0	
0.155	0	0	
0.1555	0	0	
0.156	0	0	
0.1565	0	0	
0.157	0	0	
0.1575	0	0	
0.158	0	0	
0.1585	0	0	
0.159	0	0	
0.1595	0	0	
0.16	0	0	
0.1605	0	0	
0.161	0	0	
0.1615	0	0	
0.162	0	0	
0.1625	0	0	
0.163	0	0	
0.1635	0	0	
0.164	0	0	
0.1645	0	0	
0.165	0	0	
0.1655	0	0	
0.166	0	0	
0.1665	0	0	
0.167	0	0	
0.1675	0	0	
0.168	0	0	
0.1685	0	0	
0.169	0	0	
0.1695	0	0	
0.17	0	0	
0.1705	0	0	
0.171	0	0	
0.1715	0	0	
0.172	0	0	
0.1725	0	0	
