Time	Body_1X	RootX	
0.173	0	0	
0.1735	0	0	
0.174	0	0	
0.1745	0	0	
0.175	0	0	
0.1755	0	0	
0.176	0	0	
0.1765	0	0	
0.177	0	0	
0.1775	0	0	
0.178	0	0	
0.1785	0	0	
0.179	0	0	
0.1795	0	0	
0.18	0	0	
0.1805	0	0	
0.181	0	0	
0.1815	0	0	
0.182	0	0	
0.1825	0	0	
0.183	0	0	
0.1835	0	0	
0.184	0	0	
0.1845	0	0	
0.185	0	0	
0.1855	0	0	
0.186	0	0	
0.1865	0	0	
0.187	0	0	
0.1875	0	0	
0.188	0	0	
0.1885	0	0	
0.189	0	0	
0.1895	0	0	
0.19	0	0	
0.1905	0	0	
0.191	0	0	
0.1915	0	0	
0.192	0	0	
0.1925	0	0	
0.193	0	0	
0.1935	0	0	
0.194	0	0	
0.1945	0	0	
0.195	0	0	
0.1955	0	0	
0.196	0	0	
0.1965	0	0	
0.197	0	0	
0.1975	0	0	
0.198	0	0	
0.1985	0	0	
0.199	0	0	
0.1995	0	0	
0.2	0	0	
0.2005	0	0	
0.201	0	0	
0.2015	0	0	
0.202	0	0	
0.2025	0	0	
0.203	0	0	
0.2035	0	0	
0.204	0	0	
0.2045	0	0	
0.205	0	0	
0.2055	0	0	
0.206	0	0	
0.2065	0	0	
0.207	0	0	
0.2075	0	0	
0.208	0	0	
0.2085	0	0	
0.209	0	0	
0.2095	0	0	
0.21	0	0	
0.2105	0	0	
0.211	0	0	
0.2115	0	0	
0.212	0	0	
0.2125	0	0	
0.213	0	0	
0.2135	0	0	
0.214	0	0	
0.2145	0	0	
0.215	0	0	
0.2155	0	0	
0.216	0	0	
0.2165	0	0	
0.217	0	0	
0.2175	0	0	
0.218	0	0	
0.2185	0	0	
0.219	0	0	
0.2195	0	0	
0.22	0	0	
0.2205	0	0	
0.221	0	0	
0.2215	0	0	
0.222	0	0	
0.2225	0	0	
0.223	0	0	
0.2235	0	0	
0.224	0	0	
0.2245	0	0	
0.225	0	0	
0.2255	0	0	
0.226	0	0	
0.2265	0	0	
0.227	0	0	
0.2275	0	0	
0.228	0	0	
0.2285	0	0	
0.229	0	0	
0.2295	0	0	
0.23	0	0	
0.2305	0	0	
0.231	0	0	
0.2315	0	0	
0.232	0	0	
0.2325	0	0	
0.233	0	0	
0.2335	0	0	
0.234	0	0	
0.2345	0	0	
0.235	0	0	
0.2355	0	0	
0.236	0	0	
0.2365	0	0	
0.237	0	0	
0.2375	0	0	
0.238	0	0	
0.2385	0	0	
0.239	0	0	
0.2395	0	0	
0.24	0	0	
0.2405	0	0	
0.241	0	0	
0.2415	0	0	
0.242	0	0	
0.2425	0	0	
0.243	0	0	
0.2435	0	0	
0.244	0	0	
0.2445	0	0	
0.245	0	0	
0.2455	0	0	
0.246	0	0	
0.2465	0	0	
0.247	0	0	
0.2475	0	0	
0.248	0	0	
0.2485	0	0	
0.249	0	0	
0.2495	0	0	
0.25	0	0	
0.2505	0	0	
0.251	0	0	
0.2515	0	0	
0.252	0	0	
0.2525	0	0	
0.253	0	0	
0.2535	0	0	
0.254	0	0	
0.2545	0	0	
0.255	0	0	
0.2555	0	0	
0.256	0	0	
0.2565	0	0	
0.257	0	0	
0.2575	0	0	
0.258	0	0	
0.2585	0	0	
0.259	0	0	
0.2595	0	0	
0.26	0	0	
0.2605	0	0	
0.261	0	0	
0.2615	0	0	
0.262	0	0	
0.2625	0	0	
0.263	0	0	
0.2635	0	0	
0.264	0	0	
0.2645	0	0	
0.265	0	0	
0.2655	0	0	
0.266	0	0	
0.2665	0	0	
0.267	0	0	
0.2675	0	0	
0.268	0	0	
0.2685	0	0	
0.269	0	0	
0.2695	0	0	
0.27	0	0	
0.2705	0	0	
0.271	0	0	
0.2715	0	0	
0.272	0	0	
0.2725	0	0	
0.273	0	0	
0.2735	0	0	
0.274	0	0	
0.2745	0	0	
0.275	0	0	
0.2755	0	0	
0.276	0	0	
0.2765	0	0	
0.277	0	0	
0.2775	0	0	
0.278	0	0	
0.2785	0	0	
0.279	0	0	
0.2795	0	0	
0.28	0	0	
0.2805	0	0	
0.281	0	0	
0.2815	0	0	
0.282	0	0	
0.2825	0	0	
0.283	0	0	
0.2835	0	0	
0.284	0	0	
0.2845	0	0	
0.285	0	0	
0.2855	0	0	
0.286	0	0	
0.2865	0	0	
0.287	0	0	
0.2875	0	0	
0.288	0	0	
0.2885	0	0	
0.289	0	0	
0.2895	0	0	
0.29	0	0	
0.2905	0	0	
0.291	0	0	
0.2915	0	0	
0.292	0	0	
0.2925	0	0	
0.293	0	0	
0.2935	0	0	
0.294	0	0	
0.2945	0	0	
0.295	0	0	
0.2955	0	0	
0.296	0	0	
0.2965	0	0	
0.297	0	0	
0.2975	0	0	
0.298	0	0	
0.2985	0	0	
0.299	0	0	
0.2995	0	0	
0.3	0	0	
0.3005	0	0	
0.301	0	0	
0.3015	0	0	
0.302	0	0	
0.3025	0	0	
0.303	0	0	
0.3035	0	0	
0.304	0	0	
0.3045	0	0	
0.305	0	0	
0.3055	0	0	
0.306	0	0	
0.3065	0	0	
0.307	0	0	
0.3075	0	0	
0.308	0	0	
0.3085	0	0	
0.309	0	0	
0.3095	0	0	
0.31	0	0	
0.3105	0	0	
0.311	0	0	
0.3115	0	0	
0.312	0	0	
0.3125	0	0	
0.313	0	0	
0.3135	0	0	
0.314	0	0	
0.3145	0	0	
0.315	0	0	
0.3155	0	0	
0.316	0	0	
0.3165	0	0	
0.317	0	0	
0.3175	0	0	
0.318	0	0	
0.3185	0	0	
0.319	0	0	
0.3195	0	0	
0.32	0	0	
0.3205	0	0	
0.321	0	0	
0.3215	0	0	
0.322	0	0	
0.3225	0	0	
0.323	0	0	
0.3235	0	0	
0.324	0	0	
0.3245	0	0	
0.325	0	0	
0.3255	0	0	
0.326	0	0	
0.3265	0	0	
0.327	0	0	
0.3275	0	0	
0.328	0	0	
0.3285	0	0	
0.329	0	0	
0.3295	0	0	
0.33	0	0	
0.3305	0	0	
0.331	0	0	
0.3315	0	0	
0.332	0	0	
0.3325	0	0	
0.333	0	0	
0.3335	0	0	
0.334	0	0	
0.3345	0	0	
0.335	0	0	
0.3355	0	0	
0.336	0	0	
0.3365	0	0	
0.337	0	0	
0.3375	0	0	
0.338	0	0	
0.3385	0	0	
0.339	0	0	
0.3395	0	0	
0.34	0	0	
0.3405	0	0	
0.341	0	0	
0.3415	0	0	
0.342	0	0	
0.3425	0	0	
0.343	0	0	
0.3435	0	0	
0.344	0	0	
0.3445	0	0	
0.345	0	0	
0.3455	0	0	
0.346	0	0	
0.3465	0	0	
0.347	0	0	
0.3475	0	0	
0.348	0	0	
0.3485	0	0	
0.349	0	0	
0.3495	0	0	
0.35	0	0	
0.3505	0	0	
0.351	0	0	
0.3515	0	0	
0.352	0	0	
0.3525	0	0	
0.353	0	0	
0.3535	0	0	
0.354	0	0	
0.3545	0	0	
0.355	0	0	
0.3555	0	0	
0.356	0	0	
0.3565	0	0	
0.357	0	0	
0.3575	0	0	
0.358	0	0	
0.3585	0	0	
0.359	0	0	
0.3595	0	0	
0.36	0	0	
0.3605	0	0	
0.361	0	0	
0.3615	0	0	
0.362	0	0	
0.3625	0	0	
0.363	0	0	
0.3635	0	0	
0.364	0	0	
0.3645	0	0	
0.365	0	0	
0.3655	0	0	
0.366	0	0	
0.3665	0	0	
0.367	0	0	
0.3675	0	0	
0.368	0	0	
0.3685	0	0	
0.369	0	0	
0.3695	0	0	
0.37	0	0	
0.3705	0	0	
0.371	0	0	
0.3715	0	0	
0.372	0	0	
0.3725	0	0	
0.373	0	0	
0.3735	0	0	
0.374	0	0	
0.3745	0	0	
0.375	0	0	
0.3755	0	0	
0.376	0	0	
0.3765	0	0	
0.377	0	0	
0.3775	0	0	
0.378	0	0	
0.3785	0	0	
0.379	0	0	
0.3795	0	0	
0.38	0	0	
0.3805	0	0	
0.381	0	0	
0.3815	0	0	
0.382	0	0	
0.3825	0	0	
0.383	0	0	
0.3835	0	0	
0.384	0	0	
0.3845	0	0	
0.385	0	0	
0.3855	0	0	
0.386	0	0	
0.3865	0	0	
0.387	0	0	
0.3875	0	0	
0.388	0	0	
0.3885	0	0	
0.389	0	0	
0.3895	0	0	
0.39	0	0	
0.3905	0	0	
0.391	0	0	
0.3915	0	0	
0.392	0	0	
0.3925	0	0	
0.393	0	0	
0.3935	0	0	
0.394	0	0	
0.3945	0	0	
0.395	0	0	
0.3955	0	0	
0.396	0	0	
0.3965	0	0	
0.397	0	0	
0.3975	0	0	
0.398	0	0	
0.3985	0	0	
0.399	0	0	
0.3995	0	0	
0.4	0	0	
0.4005	0	0	
0.401	0	0	
0.4015	0	0	
0.402	0	0	
0.4025	0	0	
0.403	0	0	
0.4035	0	0	
0.404	0	0	
0.4045	0	0	
0.405	0	0	
0.4055	0	0	
0.406	0	0	
0.4065	0	0	
0.407	0	0	
0.4075	0	0	
0.408	0	0	
0.4085	0	0	
0.409	0	0	
0.4095	0	0	
0.41	0	0	
0.4105	0	0	
0.411	0	0	
0.4115	0	0	
0.412	0	0	
0.4125	0	0	
0.413	0	0	
0.4135	0	0	
0.414	0	0	
0.4145	0	0	
0.415	0	0	
0.4155	0	0	
0.416	0	0	
0.4165	0	0	
0.417	0	0	
0.4175	0	0	
0.418	0	0	
0.4185	0	0	
0.419	0	0	
0.4195	0	0	
0.42	0	0	
0.4205	0	0	
0.421	0	0	
0.4215	0	0	
0.422	0	0	
0.4225	0	0	
0.423	0	0	
0.4235	0	0	
0.424	0	0	
0.4245	0	0	
0.425	0	0	
0.4255	0	0	
0.426	0	0	
0.4265	0	0	
0.427	0	0	
0.4275	0	0	
0.428	0	0	
0.4285	0	0	
0.429	0	0	
0.4295	0	0	
0.43	0	0	
0.4305	0	0	
0.431	0	0	
0.4315	0	0	
0.432	0	0	
0.4325	0	0	
0.433	0	0	
0.4335	0	0	
0.434	0	0	
0.4345	0	0	
0.435	0	0	
0.4355	0	0	
0.436	0	0	
0.4365	0	0	
0.437	0	0	
0.4375	0	0	
0.438	0	0	
0.4385	0	0	
0.439	0	0	
0.4395	0	0	
0.44	0	0	
0.4405	0	0	
0.441	0	0	
0.4415	0	0	
0.442	0	0	
0.4425	0	0	
0.443	0	0	
0.4435	0	0	
0.444	0	0	
0.4445	0	0	
0.445	0	0	
0.4455	0	0	
0.446	0	0	
0.4465	0	0	
0.447	0	0	
0.4475	0	0	
0.448	0	0	
0.4485	0	0	
0.449	0	0	
0.4495	0	0	
0.45	0	0	
0.4505	0	0	
0.451	0	0	
0.4515	0	0	
0.452	0	0	
0.4525	0	0	
0.453	0	0	
0.4535	0	0	
0.454	0	0	
0.4545	0	0	
0.455	0	0	
0.4555	0	0	
0.456	0	0	
0.4565	0	0	
0.457	0	0	
0.4575	0	0	
0.458	0	0	
0.4585	0	0	
0.459	0	0	
0.4595	0	0	
0.46	0	0	
0.4605	0	0	
0.461	0	0	
0.4615	0	0	
0.462	0	0	
0.4625	0	0	
0.463	0	0	
0.4635	0	0	
0.464	0	0	
0.4645	0	0	
0.465	0	0	
0.4655	0	0	
0.466	0	0	
0.4665	0	0	
0.467	0	0	
0.4675	0	0	
0.468	0	0	
0.4685	0	0	
0.469	0	0	
0.4695	0	0	
0.47	0	0	
0.4705	0	0	
0.471	0	0	
0.4715	0	0	
0.472	0	0	
0.4725	0	0	
0.473	0	0	
0.4735	0	0	
0.474	0	0	
0.4745	0	0	
0.475	0	0	
0.4755	0	0	
0.476	0	0	
0.4765	0	0	
0.477	0	0	
0.4775	0	0	
0.478	0	0	
0.4785	0	0	
0.479	0	0	
0.4795	0	0	
0.48	0	0	
0.4805	0	0	
0.481	0	0	
0.4815	0	0	
0.482	0	0	
0.4825	0	0	
0.483	0	0	
0.4835	0	0	
0.484	0	0	
0.4845	0	0	
0.485	0	0	
0.4855	0	0	
0.486	0	0	
0.4865	0	0	
0.487	0	0	
0.4875	0	0	
0.488	0	0	
0.4885	0	0	
0.489	0	0	
0.4895	0	0	
0.49	0	0	
0.4905	0	0	
0.491	0	0	
0.4915	0	0	
0.492	0	0	
0.4925	0	0	
0.493	0	0	
0.4935	0	0	
0.494	0	0	
0.4945	0	0	
0.495	0	0	
0.4955	0	0	
0.496	0	0	
0.4965	0	0	
0.497	0	0	
0.4975	0	0	
0.498	0	0	
0.4985	0	0	
0.499	0	0	
0.4995	0	0	
0.5	0	0	
0.5005	3.745802E-06	6.325413E-07	
0.501	1.123741E-05	1.897467E-06	
0.5015	2.247481E-05	3.794742E-06	
0.502	3.745802E-05	6.324359E-06	
0.5025	5.618703E-05	9.486294E-06	
0.503	7.866184E-05	1.328051E-05	
0.5035	0.0001048825	1.77067E-05	
0.504	0.0001348489	2.276489E-05	
0.5045	0.0001685611	2.845521E-05	
0.505	0.0002060191	3.477779E-05	
0.5055	0.0002472229	4.173271E-05	
0.506	0.0002921725	4.932E-05	
0.5065	0.000340868	5.753966E-05	
0.507	0.0003933092	6.639166E-05	
0.5075001	0.0004494962	7.587596E-05	
0.508	0.0005094291	8.599252E-05	
0.5085	0.0005731077	9.67413E-05	
0.509	0.0006405321	0.0001081223	
0.5095	0.0007117024	0.0001201355	
0.5100001	0.0007866184	0.000132781	
0.5105	0.0008652803	0.0001460587	
0.511	0.0009476879	0.0001599688	
0.5115	0.001033841	0.0001745111	
0.512	0.001123741	0.0001896858	
0.5125	0.001217386	0.0002054926	
0.513	0.001314776	0.0002219317	
0.5135	0.001415913	0.0002390031	
0.514	0.001520796	0.0002567068	
0.5145	0.001629424	0.0002750428	
0.515	0.001741798	0.000294011	
0.5155	0.001857918	0.0003136115	
0.516	0.001977783	0.0003338443	
0.5165	0.002101395	0.0003547094	
0.517	0.002228752	0.0003762068	
0.5175	0.002359855	0.0003983364	
0.518	0.002494704	0.0004210983	
0.5185	0.002633299	0.0004444925	
0.5190001	0.002775639	0.000468519	
0.5195	0.002921726	0.0004931777	
0.52	0.003071557	0.0005184687	
0.5205	0.003225135	0.0005443919	
0.521	0.003382459	0.0005709475	
0.5215001	0.003543529	0.0005981353	
0.522	0.003708344	0.0006259553	
0.5225	0.003876905	0.0006544077	
0.523	0.004049212	0.0006834924	
0.5235	0.004225265	0.0007132093	
0.524	0.004405063	0.0007435585	
0.5245	0.004588607	0.0007745399	
0.525	0.004775898	0.0008061537	
0.5255	0.004966933	0.0008383997	
0.526	0.005161715	0.000871278	
0.5265	0.005360242	0.0009047886	
0.527	0.005562516	0.0009389314	
0.5275	0.005768535	0.0009737065	
0.528	0.0059783	0.001009114	
0.5285	0.006191811	0.001045154	
0.529	0.006409067	0.001081826	
0.5295	0.00663007	0.00111913	
0.53	0.006854818	0.001157066	
0.5305001	0.007083312	0.001195635	
0.531	0.007315551	0.001234836	
0.5315	0.007551537	0.001274669	
0.532	0.007791268	0.001315135	
0.5325	0.008034745	0.001356233	
0.5330001	0.008281969	0.001397963	
0.5335	0.008532937	0.001440325	
0.534	0.008787652	0.00148332	
0.5345	0.009046112	0.001526947	
0.535	0.009308318	0.001571206	
0.5355	0.00957427	0.001616098	
0.536	0.009843968	0.001661621	
0.5365	0.01011741	0.001707778	
0.537	0.0103946	0.001754566	
0.5375	0.01067554	0.001801987	
0.538	0.01096022	0.001850039	
0.5385	0.01124864	0.001898725	
0.539	0.01154082	0.001948042	
0.5395	0.01183673	0.001997992	
0.54	0.0121364	0.002048574	
0.5405	0.01243981	0.002099788	
0.541	0.01274696	0.002151635	
0.5415	0.01305787	0.002204113	
0.5420001	0.01337251	0.002257224	
0.5425	0.01369091	0.002310968	
0.543	0.01401305	0.002365344	
0.5435	0.01433893	0.002420351	
0.544	0.01466856	0.002475992	
0.5445001	0.01500194	0.002532264	
0.545	0.01533906	0.002589169	
0.5455	0.01567993	0.002646706	
0.546	0.01602454	0.002704875	
0.5465	0.0163729	0.002763676	
0.5470001	0.01672501	0.00282311	
0.5475	0.01708086	0.002883177	
0.548	0.01744045	0.002943875	
0.5485	0.0178038	0.003005205	
0.549	0.01817089	0.003067168	
0.5495	0.01854172	0.003129764	
0.55	0.0189163	0.003192991	
0.5505	0.01929463	0.003256851	
0.551	0.0196767	0.003321343	
0.5515	0.02006252	0.003386467	
0.552	0.02045208	0.003452224	
0.5525	0.02084539	0.003518613	
0.553	0.02124244	0.003585634	
0.5535	0.02164324	0.003653287	
0.554	0.02204779	0.003721573	
0.5545	0.02245608	0.003790491	
0.555	0.02286812	0.003860041	
0.5555	0.0232839	0.003930224	
0.5560001	0.02370344	0.004001038	
0.5565	0.02412671	0.004072485	
0.557	0.02455373	0.004144565	
0.5575	0.0249845	0.004217276	
0.558	0.02541901	0.00429062	
0.5585001	0.02585727	0.004364596	
0.559	0.02629928	0.004439205	
0.5595	0.02674503	0.004514446	
0.56	0.02719452	0.004590319	
0.5605	0.02764776	0.004666824	
0.561	0.02810475	0.004743961	
0.5615	0.02856549	0.004821731	
0.562	0.02902997	0.004900133	
0.5625	0.02949819	0.004979168	
0.563	0.02997016	0.005058834	
0.5635	0.03044588	0.005139133	
0.564	0.03092534	0.005220064	
0.5645	0.03140855	0.005301628	
0.565	0.0318955	0.005383824	
0.5655	0.0323862	0.005466651	
0.566	0.03288065	0.005550112	
0.5665	0.03337884	0.005634204	
0.567	0.03388078	0.005718929	
0.5675001	0.03438646	0.005804286	
0.568	0.03489589	0.005890275	
0.5685	0.03540907	0.005976897	
0.569	0.03592599	0.006064151	
0.5695	0.03644665	0.006152037	
0.5700001	0.03697107	0.006240556	
0.5705	0.03749922	0.006329706	
0.571	0.03803113	0.00641949	
0.5715	0.03856678	0.006509905	
0.572	0.03910617	0.006600952	
0.5725001	0.03964932	0.006692632	
0.573	0.0401962	0.006784944	
0.5735	0.04074683	0.006877888	
0.574	0.04130121	0.006971465	
0.5745	0.04185934	0.007065674	
0.575	0.04242121	0.007160516	
0.5755	0.04298683	0.007255989	
0.576	0.04355618	0.007352095	
0.5765	0.04412929	0.007448833	
0.577	0.04470615	0.007546203	
0.5775	0.04528674	0.007644206	
0.578	0.04587109	0.007742841	
0.5785	0.04645918	0.007842108	
0.5790001	0.04705102	0.007942007	
0.5795	0.0476466	0.008042539	
0.58	0.04824593	0.008143703	
0.5805	0.048849	0.008245499	
0.581	0.04945582	0.008347928	
0.5815001	0.05006639	0.008450989	
0.582	0.0506807	0.008554681	
0.5825	0.05129876	0.008659007	
0.583	0.05192056	0.008763964	
0.5835	0.05254611	0.008869554	
0.5840001	0.0531754	0.008975777	
0.5845	0.05380844	0.009082631	
0.585	0.05444523	0.009190118	
0.5855	0.05508576	0.009298236	
0.586	0.05573004	0.009406988	
0.5865	0.05637807	0.009516371	
0.587	0.05702984	0.009626388	
0.5875	0.05768535	0.009737035	
0.588	0.05834461	0.009848315	
0.5885	0.05900762	0.009960229	
0.589	0.05967437	0.01007277	
0.5895	0.06034487	0.01018595	
0.59	0.06101912	0.01029976	
0.5905001	0.0616971	0.0104142	
0.591	0.06237884	0.01052928	
0.5915	0.06306432	0.01064498	
0.592	0.06375355	0.01076132	
0.5925	0.06444652	0.01087829	
0.5930001	0.06514324	0.01099589	
0.5935	0.06584371	0.01111413	
0.594	0.06654792	0.011233	
0.5945	0.06725588	0.0113525	
0.595	0.06796758	0.01147263	
0.5955001	0.06843132	0.01159339	
0.596	0.0688988	0.01171479	
0.5965	0.06937004	0.01183682	
0.597	0.06984501	0.01195948	
0.5975	0.07032374	0.01208278	
0.598	0.07080621	0.0122067	
0.5985	0.07129242	0.01233126	
0.599	0.07178239	0.01245645	
0.5995	0.07227609	0.01258227	
0.6	0.07277355	0.01270873	
0.6005	0.07327475	0.01283581	
0.601	0.07377969	0.01296353	
0.6015	0.07428838	0.01309189	
0.6020001	0.07480082	0.01322087	
0.6025	0.075317	0.01335049	
0.603	0.07583693	0.01348073	
0.6035	0.0763606	0.01361161	
0.604	0.07688802	0.01374313	
0.6045001	0.07741918	0.01387527	
0.605	0.0779541	0.01400805	
0.6055	0.07849275	0.01414146	
0.606	0.07903516	0.0142755	
0.6065	0.07958131	0.01441018	
0.6070001	0.0801312	0.01454549	
0.6075	0.08068484	0.01468142	
0.608	0.08124223	0.014818	
0.6085	0.08180336	0.0149552	
0.609	0.08236823	0.01509304	
0.6095001	0.08293685	0.0152315	
0.61	0.08350923	0.0153706	
0.6105	0.08408534	0.01551034	
0.611	0.0846652	0.0156507	
0.6115	0.08524881	0.0157917	
0.612	0.08583616	0.01593333	
0.6125	0.08642726	0.01607559	
0.613	0.0870221	0.01621848	
0.6135001	0.08762069	0.01636201	
0.614	0.08822303	0.01650617	
0.6145	0.08882911	0.01665096	
0.615	0.08943894	0.01679638	
0.6155	0.09005251	0.01694244	
0.6160001	0.09066983	0.01708913	
0.6165	0.09129089	0.01723645	
0.617	0.0919157	0.0173844	
0.6175	0.09254426	0.01753298	
0.618	0.09317656	0.0176822	
0.6185001	0.09381261	0.01783205	
0.619	0.0944524	0.01798253	
0.6195	0.09509594	0.01813364	
0.62	0.09574322	0.01828539	
0.6205	0.09639426	0.01843777	
0.6210001	0.09704904	0.01859078	
0.6215	0.09770755	0.01874442	
0.622	0.09836982	0.0188987	
0.6225	0.09903584	0.0190536	
