Time	RandIntrinsicI	RandVm	RandFF	
4.134	0	0.001404701	0.01404702	
4.136	0	0.001376607	0.01376607	
4.138	0	0.001349075	0.01349075	
4.14	0	0.001322094	0.01322094	
4.142	0	0.001295652	0.01295652	
4.144	0	0.001269739	0.01269739	
4.146	0	0.001244344	0.01244344	
4.148	0	0.001219457	0.01219457	
4.15	0	0.001195068	0.01195068	
4.152	0	0.001171167	0.01171167	
4.154	0	0.001147743	0.01147743	
4.156	0	0.001124789	0.01124789	
4.158	0	0.001102293	0.01102293	
4.16	0	0.001080247	0.01080247	
4.162	0	0.001058642	0.01058642	
4.164	0	0.001037469	0.01037469	
4.166	0	0.00101672	0.0101672	
4.168	0	0.0009963855	0.009963855	
4.17	0	0.0009764578	0.009764578	
4.172	0	0.0009569286	0.009569286	
4.174	0	0.0009377901	0.009377901	
4.176	0	0.0009190343	0.009190343	
4.178	0	0.0009006536	0.009006536	
4.18	0	0.0008826405	0.008826406	
4.182	0	0.0008649877	0.008649877	
4.184	0	0.0008476879	0.008476879	
4.186	0	0.0008307342	0.008307342	
4.188	0	0.0008141195	0.008141195	
4.19	0	0.0007978372	0.007978371	
4.192	0	0.0007818804	0.007818804	
4.194	0	0.0007662428	0.007662428	
4.196	0	0.0007509179	0.007509179	
4.198	0	0.0007358996	0.007358996	
4.2	0	0.0007211816	0.007211816	
4.202	0	0.000706758	0.00706758	
4.204	0	0.0006926229	0.006926228	
4.206	0	0.0006787704	0.006787704	
4.208	0	0.000665195	0.00665195	
4.21	0	0.0006518911	0.006518911	
4.212	0	0.0006388533	0.006388533	
4.214	0	0.0006260762	0.006260762	
4.216	0	0.0006135547	0.006135548	
4.218	0	0.0006012836	0.006012836	
4.22	0	0.000589258	0.00589258	
4.222	0	0.0005774728	0.005774728	
4.224	0	0.0005659233	0.005659233	
4.226	0	0.0005546049	0.005546049	
4.228	0	0.0005435128	0.005435128	
4.23	0	0.0005326425	0.005326425	
4.232	0	0.0005219896	0.005219896	
4.234	0	0.0005115498	0.005115498	
4.236	0	0.0005013188	0.005013188	
4.238	0	0.0004912924	0.004912924	
4.24	0	0.0004814666	0.004814666	
4.242	0	0.0004718373	0.004718373	
4.244	0	0.0004624005	0.004624005	
4.246	0	0.0004531525	0.004531525	
4.248	0	0.0004440895	0.004440895	
4.25	0	0.0004352077	0.004352077	
4.252	0	0.0004265035	0.004265036	
4.254	0	0.0004179735	0.004179735	
4.256	0	0.000409614	0.00409614	
4.258	0	0.0004014217	0.004014217	
4.26	0	0.0003933933	0.003933933	
4.262	0	0.0003855254	0.003855254	
4.264	0	0.0003778149	0.003778149	
4.266	0	0.0003702586	0.003702586	
4.268	0	0.0003628534	0.003628534	
4.27	0	0.0003555964	0.003555964	
4.272	0	0.0003484844	0.003484844	
4.274	0	0.0003415147	0.003415147	
4.276	0	0.0003346844	0.003346845	
4.278	0	0.0003279908	0.003279908	
4.28	0	0.0003214309	0.003214309	
4.282	0	0.0003150023	0.003150023	
4.284	0	0.0003087023	0.003087023	
4.286	0	0.0003025282	0.003025282	
4.288	0	0.0002964776	0.002964776	
4.29	0	0.0002905481	0.002905481	
4.292	0	0.0002847371	0.002847371	
4.294	0	0.0002790424	0.002790424	
4.296	0	0.0002734615	0.002734615	
4.298	0	0.0002679923	0.002679923	
4.3	0	0.0002626325	0.002626325	
4.302	0	0.0002573798	0.002573798	
4.304	0	0.0002522322	0.002522322	
4.306	0	0.0002471876	0.002471876	
4.308	0	0.0002422438	0.002422438	
4.31	0	0.0002373989	0.002373989	
4.312	0	0.000232651	0.002326509	
4.314	0	0.0002279979	0.002279979	
4.316	0	0.000223438	0.00223438	
4.318	0	0.0002189692	0.002189692	
4.32	0	0.0002145898	0.002145898	
4.322	0	0.000210298	0.00210298	
4.324	0	0.0002060921	0.002060921	
4.326	0	0.0002019702	0.002019702	
4.328	0	0.0001979308	0.001979308	
4.33	0	0.0001939722	0.001939722	
4.332	0	0.0001900928	0.001900928	
4.334	0	0.0001862909	0.001862909	
4.336	0	0.0001825651	0.001825651	
4.338	0	0.0001789138	0.001789138	
4.34	0	0.0001753355	0.001753355	
4.342	0	0.0001718288	0.001718288	
4.344	0	0.0001683922	0.001683922	
4.346	0	0.0001650244	0.001650244	
4.348	0	0.0001617239	0.001617239	
4.35	0	0.0001584894	0.001584894	
4.352	0	0.0001553196	0.001553196	
4.354	0	0.0001522132	0.001522132	
4.356	0	0.000149169	0.00149169	
4.358	0	0.0001461856	0.001461856	
4.36	0	0.0001432619	0.001432619	
4.362	0	0.0001403966	0.001403966	
4.364	0	0.0001375887	0.001375887	
4.366	0	0.0001348369	0.001348369	
4.368	0	0.0001321402	0.001321402	
4.37	0	0.0001294974	0.001294974	
4.372	0	0.0001269074	0.001269074	
4.374	0	0.0001243693	0.001243693	
4.376	0	0.0001218819	0.001218819	
4.378	0	0.0001194443	0.001194443	
4.38	0	0.0001170554	0.001170554	
4.382	0	0.0001147143	0.001147143	
4.384	0	0.00011242	0.0011242	
4.386	0	0.0001101716	0.001101716	
4.388	0	0.0001079682	0.001079682	
4.39	0	0.0001058088	0.001058088	
4.392	0	0.0001036926	0.001036926	
4.394	0	0.0001016188	0.001016188	
4.396	0	9.95864E-05	0.0009958639	
4.398	0	9.759467E-05	0.0009759467	
4.4	0	9.564278E-05	0.0009564278	
4.402	0	9.372992E-05	0.0009372992	
4.404	0	9.185532E-05	0.0009185532	
4.406	0	9.001821E-05	0.0009001821	
4.408	0	8.821785E-05	0.0008821785	
4.41	0	8.64535E-05	0.000864535	
4.412	0	8.472442E-05	0.0008472442	
4.414	0	8.302993E-05	0.0008302993	
4.416	0	8.136933E-05	0.0008136933	
4.418	0	7.974195E-05	0.0007974195	
4.42	0	7.814711E-05	0.0007814711	
4.422	0	7.658417E-05	0.0007658417	
4.424	0	7.505249E-05	0.0007505249	
4.426	0	7.355143E-05	0.0007355143	
4.428	0	7.20804E-05	0.000720804	
4.43	0	7.063879E-05	0.0007063879	
4.432	0	6.922602E-05	0.0006922602	
4.434	0	6.78415E-05	0.000678415	
4.436	0	6.648467E-05	0.0006648467	
4.438	0	6.515498E-05	0.0006515498	
4.44	0	6.385188E-05	0.0006385188	
4.442	0	6.257484E-05	0.0006257484	
4.444	0	6.132334E-05	0.0006132334	
4.446	0	6.009687E-05	0.0006009687	
4.448	0	5.889494E-05	0.0005889494	
4.45	0	5.771704E-05	0.0005771704	
4.452	0	5.65627E-05	0.000565627	
4.454	0	5.543144E-05	0.0005543144	
4.456	0	5.432281E-05	0.0005432281	
4.458	0	5.323636E-05	0.0005323635	
4.46	0	5.217163E-05	0.0005217163	
4.462	0	5.112819E-05	0.0005112819	
4.464	0	5.010563E-05	0.0005010563	
4.466	0	4.910352E-05	0.0004910352	
4.468	0	4.812145E-05	0.0004812145	
4.47	0	4.715902E-05	0.0004715902	
4.472	0	4.621584E-05	0.0004621584	
4.474	0	4.529152E-05	0.0004529152	
4.476	0	4.438569E-05	0.0004438569	
4.478	0	4.349798E-05	0.0004349798	
4.48	0	4.262802E-05	0.0004262802	
4.482	0	4.177546E-05	0.0004177546	
4.484	0	4.093995E-05	0.0004093995	
4.486	0	4.012115E-05	0.0004012115	
4.488	0	3.931873E-05	0.0003931872	
4.49	0	3.853235E-05	0.0003853235	
4.492	0	3.77617E-05	0.000377617	
4.494	0	3.700647E-05	0.0003700647	
4.496	0	3.626634E-05	0.0003626634	
4.498	0	3.554102E-05	0.0003554102	
4.5	0	3.483019E-05	0.000348302	
4.502	0	3.413359E-05	0.0003413359	
4.504	0	3.345092E-05	0.0003345092	
4.506	0	3.27819E-05	0.000327819	
4.508	0	3.212627E-05	0.0003212627	
4.51	0	3.148374E-05	0.0003148374	
4.512	8.515875E-09	0.001734029	0.01734029	
4.514	8.515875E-09	0.003402524	0.03402524	
4.516	8.515875E-09	0.005037649	0.05037649	
4.518	8.515875E-09	0.006640071	0.06640071	
4.52	8.515875E-09	0.008210444	0.08210444	
4.522	8.515875E-09	0.00974941	0.0974941	
4.524	8.515875E-09	0.0112576	0.112576	
4.526	8.515875E-09	0.01273562	0.1273562	
4.528	8.515875E-09	0.01418408	0.1418408	
4.53	8.515875E-09	0.01560358	0.1560358	
4.532	8.515875E-09	0.01699468	0.1699468	
4.534	8.515875E-09	0.01835796	0.1835796	
4.536	8.515875E-09	0.01969398	0.1969398	
4.538	8.515875E-09	0.02100327	0.2100327	
4.54	8.515875E-09	0.02228638	0.2228638	
4.542	8.515875E-09	0.02354383	0.2354383	
4.544	8.515875E-09	0.02477613	0.2477613	
4.546	8.515875E-09	0.02598378	0.2598378	
4.548	8.515875E-09	0.02716728	0.2716728	
4.55	8.515875E-09	0.02832711	0.2832711	
4.552	8.515875E-09	0.02946374	0.2946374	
4.554	8.515875E-09	0.03057764	0.3057764	
4.556	8.515875E-09	0.03166927	0.3166927	
4.558	8.515875E-09	0.03273906	0.3273906	
4.56	8.515875E-09	0.03378745	0.3378745	
4.562	8.515875E-09	0.03481488	0.3481488	
4.564	8.515875E-09	0.03582176	0.3582176	
4.566	8.515875E-09	0.0368085	0.368085	
4.568	8.515875E-09	0.0377755	0.377755	
4.57	8.515875E-09	0.03872317	0.3872317	
4.572	8.515875E-09	0.03965188	0.3965188	
4.574	8.515875E-09	0.04056202	0.4056202	
4.576	8.515875E-09	0.04145395	0.4145395	
4.578	8.515875E-09	0.04232804	0.4232804	
4.58	8.515875E-09	0.04318466	0.4318466	
4.582	8.515875E-09	0.04402414	0.4402414	
4.584	8.515875E-09	0.04484684	0.4484684	
4.586	8.515875E-09	0.04565307	0.4565307	
4.588	8.515875E-09	0.04644319	0.4644319	
4.59	8.515875E-09	0.0472175	0.472175	
4.592	8.515875E-09	0.04797633	0.4797633	
4.594	8.515875E-09	0.04871998	0.4871998	
4.596	8.515875E-09	0.04944875	0.4944875	
4.598	8.515875E-09	0.05016295	0.5016295	
4.6	8.515875E-09	0.05086287	0.5086287	
4.602	8.515875E-09	0.05154879	0.5154878	
4.604	8.515875E-09	0.05222099	0.5222099	
4.606	8.515875E-09	0.05287974	0.5287974	
4.608	8.515875E-09	0.05352532	0.5352532	
4.61	8.515875E-09	0.05415799	0.5415799	
4.612	8.515875E-09	0.05477801	0.54778	
4.614	8.515875E-09	0.05538562	0.5538562	
4.616	8.515875E-09	0.05598108	0.5598108	
4.618	8.515875E-09	0.05656463	0.5656464	
4.62	8.515875E-09	0.05713652	0.5713652	
4.622	8.515875E-09	0.05769696	0.5769696	
4.624	8.515875E-09	0.0582462	0.582462	
4.626	8.515875E-09	0.05878445	0.5878445	
4.628	8.515875E-09	0.05931193	0.5931193	
4.63	8.515875E-09	0.05982887	0.5982887	
4.632	8.515875E-09	0.06033547	0.6033547	
4.634	8.515875E-09	0.06083193	0.6083193	
4.636	8.515875E-09	0.06131847	0.6131847	
4.638	8.515875E-09	0.06179528	0.6179528	
4.64	8.515875E-09	0.06226255	0.6226255	
4.642	8.515875E-09	0.06272048	0.6272048	
4.644	8.515875E-09	0.06316924	0.6316924	
4.646	8.515875E-09	0.06360903	0.6360903	
4.648	8.515875E-09	0.06404003	0.6404003	
4.65	8.515875E-09	0.0644624	0.644624	
4.652	8.515875E-09	0.06487633	0.6487632	
4.654	8.515875E-09	0.06528197	0.6528198	
4.656	8.515875E-09	0.06567951	0.656795	
4.658	8.515875E-09	0.06606909	0.6606909	
4.66	8.515875E-09	0.06645088	0.6645088	
4.662	8.515875E-09	0.06682504	0.6682504	
4.664	8.515875E-09	0.06719171	0.6719171	
4.666	8.515875E-09	0.06755105	0.6755105	
4.668	8.515875E-09	0.06790321	0.6790321	
4.67	8.515875E-09	0.06824832	0.6824832	
4.672	8.515875E-09	0.06858653	0.6858653	
4.674	8.515875E-09	0.06891797	0.6891798	
4.676	8.515875E-09	0.06924279	0.6924279	
4.678	8.515875E-09	0.06956111	0.6956111	
4.68	8.515875E-09	0.06987306	0.6987306	
4.682	8.515875E-09	0.07017878	0.7017878	
4.684	8.515875E-09	0.07047838	0.7047838	
4.686	8.515875E-09	0.07077198	0.7077199	
4.688	8.515875E-09	0.07105972	0.7105972	
4.69	8.515875E-09	0.0713417	0.713417	
4.692	8.515875E-09	0.07161804	0.7161804	
4.694	8.515875E-09	0.07188886	0.7188886	
4.696	8.515875E-09	0.07215425	0.7215425	
4.698	8.515875E-09	0.07241435	0.7241434	
4.7	8.515875E-09	0.07266924	0.7266924	
4.702	8.515875E-09	0.07291903	0.7291902	
4.704	8.515875E-09	0.07316382	0.7316382	
4.706	8.515875E-09	0.07340372	0.7340372	
4.708	8.515875E-09	0.07363883	0.7363883	
4.71	8.515875E-09	0.07386923	0.7386923	
4.712	8.515875E-09	0.07409502	0.7409502	
4.714	8.515875E-09	0.07431629	0.7431629	
4.716	8.515875E-09	0.07453314	0.7453314	
4.718	8.515875E-09	0.07474566	0.7474566	
4.72	8.515875E-09	0.07495391	0.7495391	
4.722	8.515875E-09	0.07515801	0.7515801	
4.724	8.515875E-09	0.07535803	0.7535803	
4.726	8.515875E-09	0.07555404	0.7555404	
4.728	8.515875E-09	0.07574613	0.7574613	
4.73	8.515875E-09	0.07593439	0.7593439	
4.732	8.515875E-09	0.07611887	0.7611887	
4.734	8.515875E-09	0.07629967	0.7629967	
4.736	8.515875E-09	0.07647685	0.7647685	
4.738	8.515875E-09	0.07665049	0.7665049	
4.74	8.515875E-09	0.07682065	0.7682065	
4.742	8.515875E-09	0.07698741	0.7698741	
4.744	8.515875E-09	0.07715084	0.7715083	
4.746	8.515875E-09	0.07731099	0.7731099	
4.748	8.515875E-09	0.07746795	0.7746795	
4.75	8.515875E-09	0.07762177	0.7762176	
4.752	8.515875E-09	0.07777251	0.777725	
4.754	8.515875E-09	0.07792023	0.7792023	
4.756	8.515875E-09	0.078065	0.78065	
4.758	8.515875E-09	0.07820687	0.7820687	
4.76	8.515875E-09	0.07834591	0.7834591	
4.762	8.515875E-09	0.07848217	0.7848216	
4.764	8.515875E-09	0.0786157	0.786157	
4.766	8.515875E-09	0.07874656	0.7874656	
4.768	8.515875E-09	0.0788748	0.788748	
4.77	8.515875E-09	0.07900048	0.7900048	
4.772	8.515875E-09	0.07912365	0.7912365	
4.774	8.515875E-09	0.07924435	0.7924435	
4.776	8.515875E-09	0.07936263	0.7936263	
4.778	8.515875E-09	0.07947855	0.7947856	
4.78	8.515875E-09	0.07959216	0.7959216	
4.782	8.515875E-09	0.07970349	0.797035	
4.784	8.515875E-09	0.0798126	0.798126	
4.786	8.515875E-09	0.07991952	0.7991952	
4.788	8.515875E-09	0.08002431	0.8002431	
4.79	8.515875E-09	0.080127	0.80127	
4.792	8.515875E-09	0.08022764	0.8022764	
4.794	8.515875E-09	0.08032626	0.8032626	
4.796	8.515875E-09	0.08042291	0.8042291	
4.798	8.515875E-09	0.08051763	0.8051763	
4.8	8.515875E-09	0.08061045	0.8061045	
4.802	8.515875E-09	0.08070141	0.8070141	
4.804	8.515875E-09	0.08079056	0.8079056	
4.806	8.515875E-09	0.08087792	0.8087792	
4.808	8.515875E-09	0.08096354	0.8096354	
4.81	8.515875E-09	0.08104744	0.8104744	
4.812	8.515875E-09	0.08112966	0.8112966	
4.814	8.515875E-09	0.08121025	0.8121025	
4.816	8.515875E-09	0.08128922	0.8128922	
4.818	8.515875E-09	0.08136661	0.813666	
4.82	8.515875E-09	0.08144245	0.8144245	
4.822	8.515875E-09	0.08151677	0.8151677	
4.824	8.515875E-09	0.08158961	0.8158961	
4.826	8.515875E-09	0.08166099	0.8166099	
4.828	8.515875E-09	0.08173095	0.8173095	
4.83	8.515875E-09	0.0817995	0.817995	
4.832	8.515875E-09	0.08186668	0.8186668	
4.834	8.515875E-09	0.08193252	0.8193252	
4.836	8.515875E-09	0.08199704	0.8199704	
4.838	8.515875E-09	0.08206028	0.8206028	
4.84	8.515875E-09	0.08212224	0.8212224	
4.842	8.515875E-09	0.08218297	0.8218297	
4.844	8.515875E-09	0.08224249	0.8224249	
4.846	8.515875E-09	0.08230081	0.8230081	
4.848	8.515875E-09	0.08235797	0.8235797	
4.85	8.515875E-09	0.08241399	0.8241398	
4.852	8.515875E-09	0.08246888	0.8246888	
4.854	8.515875E-09	0.08252268	0.8252268	
4.856	8.515875E-09	0.0825754	0.825754	
4.858	8.515875E-09	0.08262707	0.8262707	
4.86	8.515875E-09	0.08267771	0.8267771	
4.862	8.515875E-09	0.08272733	0.8272732	
4.864	8.515875E-09	0.08277596	0.8277596	
4.866	8.515875E-09	0.08282361	0.8282361	
4.868	8.515875E-09	0.08287031	0.8287031	
4.87	8.515875E-09	0.08291608	0.8291608	
4.872	8.515875E-09	0.08296093	0.8296093	
4.874	8.515875E-09	0.08300489	0.8300489	
4.876	8.515875E-09	0.08304797	0.8304797	
4.878	8.515875E-09	0.08309019	0.8309019	
4.88	8.515875E-09	0.08313156	0.8313156	
4.882	8.515875E-09	0.08317211	0.8317211	
4.884	8.515875E-09	0.08321184	0.8321184	
4.886	8.515875E-09	0.08325078	0.8325077	
4.888	8.515875E-09	0.08328894	0.8328894	
4.89	8.515875E-09	0.08332633	0.8332633	
4.892	8.515875E-09	0.08336298	0.8336298	
4.894	8.515875E-09	0.08339889	0.8339889	
4.896	8.515875E-09	0.08343409	0.8343409	
4.898	8.515875E-09	0.08346859	0.8346859	
4.9	8.515875E-09	0.08350239	0.8350239	
4.902	8.515875E-09	0.08353551	0.8353552	
4.904	8.515875E-09	0.08356798	0.8356798	
4.906	8.515875E-09	0.08359979	0.8359979	
4.908	8.515875E-09	0.08363097	0.8363097	
4.91	8.515875E-09	0.08366153	0.8366153	
4.912	8.515875E-09	0.08369147	0.8369147	
4.914	8.515875E-09	0.08372082	0.8372082	
4.916	8.515875E-09	0.08374958	0.8374958	
4.918	8.515875E-09	0.08377776	0.8377776	
4.92	8.515875E-09	0.08380538	0.8380538	
4.922	8.515875E-09	0.08383245	0.8383245	
4.924	8.515875E-09	0.08385897	0.8385897	
4.926	8.515875E-09	0.08388497	0.8388497	
4.928	8.515875E-09	0.08391044	0.8391044	
4.93	8.515875E-09	0.08393541	0.8393541	
4.932	8.515875E-09	0.08395988	0.8395988	
4.934	8.515875E-09	0.08398385	0.8398385	
4.936	8.515875E-09	0.08400735	0.8400735	
4.938	8.515875E-09	0.08403038	0.8403038	
4.94	8.515875E-09	0.08405295	0.8405295	
4.942	8.515875E-09	0.08407506	0.8407506	
4.944	8.515875E-09	0.08409674	0.8409674	
4.946	8.515875E-09	0.08411798	0.8411798	
4.948	8.515875E-09	0.0841388	0.841388	
4.95	8.515875E-09	0.0841592	0.841592	
4.952	8.515875E-09	0.08417919	0.8417919	
4.954	8.515875E-09	0.08419877	0.8419877	
4.956	8.515875E-09	0.08421797	0.8421797	
4.958	8.515875E-09	0.08423679	0.8423679	
4.96	8.515875E-09	0.08425523	0.8425522	
4.962	8.515875E-09	0.08427329	0.8427329	
4.964	8.515875E-09	0.084291	0.8429101	
4.966	8.515875E-09	0.08430836	0.8430836	
4.968	8.515875E-09	0.08432537	0.8432537	
4.97	8.515875E-09	0.08434203	0.8434203	
4.972	8.515875E-09	0.08435836	0.8435836	
4.974	8.515875E-09	0.08437438	0.8437437	
4.976	8.515875E-09	0.08439007	0.8439007	
4.978	8.515875E-09	0.08440544	0.8440543	
4.98	8.515875E-09	0.0844205	0.844205	
4.982	8.515875E-09	0.08443527	0.8443527	
4.984	8.515875E-09	0.08444974	0.8444974	
4.986	8.515875E-09	0.08446392	0.8446392	
4.988	8.515875E-09	0.08447781	0.8447781	
4.99	8.515875E-09	0.08449143	0.8449143	
4.992	8.515875E-09	0.08450478	0.8450478	
4.994	8.515875E-09	0.08451785	0.8451785	
4.996	8.515875E-09	0.08453067	0.8453066	
4.998	8.515875E-09	0.08454323	0.8454323	
5	8.515875E-09	0.08455554	0.8455554	
5.002	8.515875E-09	0.0845676	0.845676	
5.004	8.515875E-09	0.08457942	0.8457942	
5.006	8.515875E-09	0.08459101	0.8459101	
5.008	8.515875E-09	0.08460236	0.8460236	
5.01	8.515875E-09	0.08461349	0.846135	
5.012	8.515875E-09	0.0846244	0.846244	
5.014	8.515875E-09	0.08463509	0.8463508	
5.016	8.515875E-09	0.08464556	0.8464556	
5.018	8.515875E-09	0.08465583	0.8465583	
5.02	8.515875E-09	0.08466589	0.8466589	
5.022	8.515875E-09	0.08467574	0.8467574	
5.024	8.515875E-09	0.08468541	0.8468541	
5.026	8.515875E-09	0.08469488	0.8469487	
5.028	8.515875E-09	0.08470415	0.8470415	
5.03	8.515875E-09	0.08471324	0.8471324	
5.032	8.515875E-09	0.08472215	0.8472216	
5.034	8.515875E-09	0.08473089	0.8473089	
5.036	8.515875E-09	0.08473945	0.8473945	
5.038	8.515875E-09	0.08474784	0.8474784	
5.04	8.515875E-09	0.08475605	0.8475605	
5.042	8.515875E-09	0.08476411	0.8476411	
5.044	8.515875E-09	0.084772	0.84772	
5.046	8.515875E-09	0.08477973	0.8477973	
5.048	8.515875E-09	0.08478731	0.8478731	
5.05	8.515875E-09	0.08479474	0.8479474	
5.052	8.515875E-09	0.08480202	0.8480202	
5.054	8.515875E-09	0.08480915	0.8480915	
5.056	8.515875E-09	0.08481614	0.8481615	
5.058	8.515875E-09	0.084823	0.84823	
5.06	8.515875E-09	0.08482971	0.8482971	
5.062	8.515875E-09	0.08483629	0.8483629	
5.064	8.515875E-09	0.08484274	0.8484274	
5.066	8.515875E-09	0.08484906	0.8484906	
5.068	8.515875E-09	0.08485525	0.8485525	
5.07	8.515875E-09	0.08486132	0.8486133	
5.072	8.515875E-09	0.08486727	0.8486727	
5.074	8.515875E-09	0.0848731	0.8487309	
5.076	8.515875E-09	0.08487881	0.8487881	
5.078	8.515875E-09	0.08488441	0.8488441	
5.08	8.515875E-09	0.08488989	0.8488989	
5.082	8.515875E-09	0.08489527	0.8489527	
5.084	8.515875E-09	0.08490054	0.8490053	
5.086	8.515875E-09	0.0849057	0.849057	
5.088	8.515875E-09	0.08491076	0.8491076	
5.09	8.515875E-09	0.08491572	0.8491572	
5.092	8.515875E-09	0.08492058	0.8492058	
5.094	8.515875E-09	0.08492534	0.8492534	
5.096	8.515875E-09	0.08493001	0.8493001	
5.098	8.515875E-09	0.08493458	0.8493459	
5.1	8.515875E-09	0.08493907	0.8493907	
5.102	8.515875E-09	0.08494347	0.8494347	
5.104	8.515875E-09	0.08494777	0.8494777	
5.106	8.515875E-09	0.08495199	0.8495199	
5.108	8.515875E-09	0.08495612	0.8495612	
5.11	8.515875E-09	0.08496018	0.8496017	
5.112	8.515875E-09	0.08496415	0.8496415	
5.114	8.515875E-09	0.08496804	0.8496804	
5.116	8.515875E-09	0.08497185	0.8497185	
5.118	8.515875E-09	0.08497559	0.8497559	
5.12	8.515875E-09	0.08497926	0.8497926	
5.122	8.515875E-09	0.08498285	0.8498285	
5.124	8.515875E-09	0.08498637	0.8498636	
5.126	8.515875E-09	0.08498982	0.8498982	
5.128	8.515875E-09	0.08499319	0.8499319	
5.13	8.515875E-09	0.0849965	0.849965	
5.132	8.515875E-09	0.08499975	0.8499975	
5.134	8.515875E-09	0.08500293	0.8500293	
5.136	8.515875E-09	0.08500604	0.8500605	
5.138	8.515875E-09	0.0850091	0.850091	
5.14	8.515875E-09	0.08501209	0.8501209	
5.142	8.515875E-09	0.08501503	0.8501503	
5.144	8.515875E-09	0.0850179	0.8501791	
5.146	8.515875E-09	0.08502072	0.8502072	
5.148	8.515875E-09	0.08502349	0.8502349	
5.15	8.515875E-09	0.08502619	0.8502619	
5.152	8.515875E-09	0.08502884	0.8502884	
5.154	8.515875E-09	0.08503144	0.8503144	
5.156	8.515875E-09	0.08503399	0.8503399	
5.158	8.515875E-09	0.08503649	0.8503649	
5.16	8.515875E-09	0.08503893	0.8503893	
5.162	8.515875E-09	0.08504133	0.8504133	
5.164	8.515875E-09	0.08504368	0.8504367	
5.166	8.515875E-09	0.08504598	0.8504598	
5.168	8.515875E-09	0.08504824	0.8504823	
5.17	8.515875E-09	0.08505045	0.8505045	
5.172	8.515875E-09	0.08505262	0.8505262	
5.174	8.515875E-09	0.08505474	0.8505474	
5.176	8.515875E-09	0.08505682	0.8505682	
5.178	8.515875E-09	0.08505886	0.8505886	
5.18	8.515875E-09	0.08506086	0.8506086	
5.182	8.515875E-09	0.08506282	0.8506281	
5.184	8.515875E-09	0.08506474	0.8506474	
5.186	8.515875E-09	0.08506662	0.8506662	
5.188	8.515875E-09	0.08506846	0.8506846	
5.19	8.515875E-09	0.08507026	0.8507026	
5.192	8.515875E-09	0.08507203	0.8507203	
5.194	8.515875E-09	0.08507377	0.8507377	
5.196	8.515875E-09	0.08507547	0.8507547	
5.198	8.515875E-09	0.08507714	0.8507714	
5.2	8.515875E-09	0.08507877	0.8507877	
5.202	8.515875E-09	0.08508037	0.8508037	
5.204	8.515875E-09	0.08508193	0.8508193	
5.206	8.515875E-09	0.08508347	0.8508347	
5.208	8.515875E-09	0.08508497	0.8508497	
5.21	8.515875E-09	0.08508645	0.8508645	
5.212	8.515875E-09	0.0850879	0.850879	
5.214	8.515875E-09	0.08508931	0.8508931	
5.216	8.515875E-09	0.0850907	0.850907	
5.218	8.515875E-09	0.08509206	0.8509206	
5.22	8.515875E-09	0.08509339	0.8509339	
5.222	8.515875E-09	0.0850947	0.850947	
5.224	8.515875E-09	0.08509598	0.8509598	
5.226	8.515875E-09	0.08509723	0.8509723	
5.228	8.515875E-09	0.08509846	0.8509846	
5.23	8.515875E-09	0.08509967	0.8509967	
5.232	8.515875E-09	0.08510085	0.8510085	
5.234	8.515875E-09	0.08510201	0.8510201	
5.236	8.515875E-09	0.08510314	0.8510314	
5.238	8.515875E-09	0.08510425	0.8510425	
5.24	8.515875E-09	0.08510534	0.8510534	
5.242	8.515875E-09	0.0851064	0.851064	
5.244	8.515875E-09	0.08510745	0.8510745	
5.246	8.515875E-09	0.08510848	0.8510848	
5.248	8.515875E-09	0.08510949	0.8510948	
5.25	8.515875E-09	0.08511047	0.8511047	
5.252	8.515875E-09	0.08511144	0.8511144	
5.254	8.515875E-09	0.08511239	0.8511239	
5.256	8.515875E-09	0.08511331	0.8511331	
5.258	8.515875E-09	0.08511422	0.8511422	
5.26	8.515875E-09	0.08511511	0.8511511	
5.262	8.515875E-09	0.08511598	0.8511598	
5.264	8.515875E-09	0.08511684	0.8511684	
5.266	8.515875E-09	0.08511768	0.8511769	
5.268	8.515875E-09	0.0851185	0.851185	
5.27	8.515875E-09	0.08511931	0.8511931	
5.272	8.515875E-09	0.0851201	0.8512009	
5.274	8.515875E-09	0.08512087	0.8512087	
5.276	8.515875E-09	0.08512163	0.8512163	
5.278	8.515875E-09	0.08512238	0.8512238	
5.28	8.515875E-09	0.08512311	0.8512311	
5.282	8.515875E-09	0.08512382	0.8512383	
5.284	8.515875E-09	0.08512452	0.8512452	
5.286	8.515875E-09	0.08512521	0.8512521	
5.288	8.515875E-09	0.08512588	0.8512588	
5.29	8.515875E-09	0.08512653	0.8512653	
5.292	8.515875E-09	0.08512717	0.8512717	
5.294	8.515875E-09	0.08512781	0.8512781	
5.296	8.515875E-09	0.08512843	0.8512843	
5.298	8.515875E-09	0.08512903	0.8512903	
5.3	8.515875E-09	0.08512963	0.8512962	
5.302	8.515875E-09	0.08513021	0.8513021	
5.304	8.515875E-09	0.08513078	0.8513078	
5.306	8.515875E-09	0.08513134	0.8513134	
5.308	8.515875E-09	0.08513189	0.8513189	
5.31	8.515875E-09	0.08513243	0.8513243	
5.312	8.515875E-09	0.08513296	0.8513296	
5.314	8.515875E-09	0.08513347	0.8513347	
5.316	8.515875E-09	0.08513398	0.8513398	
5.318	8.515875E-09	0.08513447	0.8513447	
5.32	8.515875E-09	0.08513495	0.8513495	
5.322	8.515875E-09	0.08513543	0.8513543	
